result_ID,race_ID,driver_ID,constructor_ID,q1_time,q2_time,q3_time,starting_position,race_position,points,total_laps,total_time,total_time_ms,fastest_lap,status
300,15,154,4,01:32.1,,,17,16,0,52,,,01:34.6,+1 Lap
301,16,1,1,01:25.2,,,17,3,6,71,18.944,5562025,01:14.3,Finished
302,16,2,2,01:25.5,,,18,17,0,21,,,01:15.0,Out of fuel
303,16,3,3,01:22.8,01:20.4,01:20.3,7,16,0,27,,,01:14.4,Gearbox
304,16,4,4,01:24.8,01:21.7,01:21.4,10,20,0,0,,,,Accident
305,16,5,1,01:25.1,,,16,9,0,71,73.499,5616580,01:14.3,Finished
306,16,6,3,01:23.2,01:20.4,01:20.7,9,15,0,30,,,01:15.1,Accident
307,16,8,6,01:23.0,01:21.4,01:20.2,5,6,3,71,33.34,5576421,01:14.6,Finished
308,16,9,2,01:23.1,01:21.1,01:20.6,8,2,8,71,7.626,5550707,01:14.2,Finished
309,16,15,7,01:24.6,01:20.6,01:20.1,4,19,0,0,,,,Accident
310,16,16,10,01:24.4,01:20.8,01:19.9,3,18,0,0,,,,Accident
311,16,17,9,01:24.7,01:20.8,01:19.7,2,1,10,71,32:23.1,5543081,01:13.7,Finished
312,16,18,23,01:24.3,01:22.5,,14,5,4,71,29.005,5572086,01:14.4,Finished
313,16,20,9,01:25.0,,,15,4,5,71,19.652,5562733,01:13.9,Finished
314,16,21,6,01:40.7,,,19,11,0,71,70.665,5613746,01:14.9,Finished
315,16,22,23,01:24.1,01:21.7,01:19.6,1,8,1,71,45.454,5588535,01:14.0,Finished
316,16,24,10,01:24.6,,,20,12,0,71,71.388,5614469,01:15.0,Finished
317,16,67,5,01:24.6,01:20.7,01:20.3,6,7,2,71,35.991,5579072,01:14.6,Finished
318,16,153,5,01:24.8,01:22.2,,12,14,0,70,,,01:14.9,+1 Lap
319,16,154,4,01:24.4,01:22.5,,13,13,0,70,,,01:14.8,+1 Lap
320,16,155,7,01:24.3,01:22.0,,11,10,0,71,63.324,5606405,01:14.7,Finished
321,17,1,1,01:39.9,01:39.7,01:40.9,1,19,0,20,,,01:40.4,Brakes
322,17,2,2,01:40.6,01:40.6,01:42.3,8,5,4,55,26.253,5669667,01:40.7,Finished
323,17,3,3,01:40.8,01:40.7,01:42.6,9,9,0,55,45.941,5689355,01:41.0,Finished
324,17,4,4,01:41.7,,,15,14,0,55,69.687,5713101,01:40.8,Finished
325,17,5,1,01:40.8,01:41.0,,18,11,0,55,52.798,5696212,01:41.3,Finished
326,17,6,3,01:41.1,01:41.1,,13,13,0,55,59.839,5703253,01:40.8,Finished
327,17,8,6,01:41.1,01:40.7,,11,12,0,55,54.317,5697731,01:40.8,Finished
328,17,9,2,01:40.5,01:40.5,01:42.0,7,10,0,55,48.18,5691594,01:40.9,Finished
329,17,15,7,01:40.5,01:40.4,01:41.9,6,7,2,55,34.366,5677780,01:40.7,Finished
330,17,16,10,01:41.8,,,17,17,0,54,,,01:40.9,+1 Lap
331,17,17,9,01:40.7,01:40.3,01:41.7,3,2,8,55,17.857,5661271,01:40.6,Finished
332,17,18,23,01:40.4,01:40.1,01:41.9,5,3,6,55,18.467,5661881,01:40.6,Finished
333,17,20,9,01:40.7,01:40.0,01:41.6,2,1,10,55,34:03.4,5643414,01:40.3,Finished
334,17,21,6,01:42.2,,,20,16,0,54,,,01:41.1,+1 Lap
335,17,22,23,01:40.6,01:40.4,01:41.8,4,4,5,55,22.735,5666149,01:40.4,Finished
336,17,24,10,01:41.7,,,16,15,0,55,94.45,5737864,01:41.3,Finished
337,17,67,5,01:40.9,01:40.4,01:42.7,10,8,1,55,41.294,5684708,01:40.3,Finished
338,17,153,5,01:41.5,01:41.7,,14,20,0,18,,,01:43.3,Gearbox
339,17,154,4,01:42.0,,,19,18,0,54,,,01:42.3,+1 Lap
340,17,155,7,01:41.0,01:40.8,,12,6,3,55,28.343,5671757,01:40.8,Finished
341,18,1,1,01:26.6,01:25.2,01:27.0,1,1,10,58,34:50.6,5690616,01:27.5,Finished
342,18,2,2,01:26.0,01:25.5,01:27.2,5,2,8,58,5.478,5696094,01:27.7,Finished
343,18,3,3,01:26.3,01:26.1,01:28.7,7,3,6,58,8.163,5698779,01:28.1,Finished
344,18,4,4,01:26.9,01:26.2,,11,4,5,58,17.181,5707797,01:28.6,Finished
345,18,5,1,01:25.7,01:25.5,01:27.1,3,5,4,58,18.014,5708630,01:27.4,Finished
346,18,6,3,01:26.9,01:26.4,,13,6,3,57,,,01:29.6,+1 Lap
347,18,7,5,01:27.4,,,17,7,2,55,,,01:29.5,Engine
348,18,8,6,01:26.1,,,15,8,1,53,,,01:27.9,Engine
349,18,9,2,01:26.1,01:25.3,01:26.9,2,9,0,47,,,01:28.8,Collision
350,18,10,7,01:26.9,01:26.2,01:29.6,18,10,0,43,,,01:29.6,Accident
351,18,11,8,01:28.2,,,19,11,0,32,,,01:30.9,Transmission
352,18,12,4,01:28.3,,,20,12,0,30,,,01:31.4,Clutch
353,18,13,6,01:26.0,01:25.7,01:27.2,4,13,0,29,,,01:28.2,Engine
354,18,14,9,01:26.4,01:26.1,01:29.0,8,14,0,25,,,01:29.5,Collision
355,18,15,7,01:26.4,01:26.1,01:28.5,6,15,0,19,,,01:29.3,Electrical
356,18,16,10,01:27.9,,,22,16,0,8,,,01:32.0,Hydraulics
357,18,17,9,01:26.9,,,14,17,0,0,,,,Collision
358,18,18,11,01:26.7,01:26.3,,12,18,0,0,,,,Collision
359,18,19,8,01:29.1,,,21,19,0,0,,,,Collision
360,18,20,5,01:26.7,01:25.8,,9,20,0,0,,,,Collision
361,18,21,10,01:27.2,,,16,21,0,0,,,,Collision
362,18,22,11,01:26.4,01:26.2,,10,22,0,58,,,01:28.7,Disqualified
363,19,1,1,01:35.4,01:34.6,01:36.7,9,5,4,56,46.548,5525103,01:35.5,Finished
364,19,2,2,01:35.7,01:34.6,01:36.8,5,6,3,56,49.833,5528388,01:35.4,Finished
365,19,3,3,01:35.8,01:35.7,,16,14,0,55,,,01:36.8,+1 Lap
366,19,4,4,01:36.0,01:35.1,01:38.5,7,8,1,56,70.041,5548596,01:36.3,Finished
367,19,5,1,01:35.2,01:34.8,01:36.6,8,3,6,56,38.45,5517005,01:35.9,Finished
368,19,6,3,01:36.4,,,22,17,0,54,,,01:37.7,+2 Laps
369,19,7,5,01:36.7,,,18,22,0,0,,,,Spun off
370,19,8,6,01:35.6,01:34.2,01:36.2,2,1,10,56,31:18.6,5478555,01:35.4,Finished
371,19,9,2,01:35.8,01:34.8,01:36.7,4,2,8,56,19.57,5498125,01:35.9,Finished
372,19,10,7,01:35.9,01:35.0,01:39.7,10,21,0,1,,,,Collision
373,19,11,8,01:37.1,,,19,16,0,54,,,01:38.5,+2 Laps
374,19,12,4,01:36.1,01:35.6,,13,11,0,56,92.202,5570757,01:37.0,Finished
375,19,13,6,01:35.3,01:34.4,01:35.7,1,19,0,30,,,01:35.9,Spun off
376,19,14,9,01:36.1,01:35.4,,12,9,0,56,76.22,5554775,01:36.2,Finished
377,19,15,7,01:35.2,01:35.0,01:36.7,3,4,5,56,45.832,5524387,01:36.1,Finished
378,19,16,10,01:37.1,,,20,20,0,5,,,01:40.3,Hydraulics
379,19,17,9,01:35.4,01:35.0,01:37.0,6,7,2,56,68.13,5546685,01:36.7,Finished
380,19,18,11,01:35.8,01:35.2,,11,10,0,56,86.214,5564769,01:35.7,Finished
381,19,19,8,01:37.5,,,21,15,0,55,,,01:38.2,+1 Lap
382,19,20,5,01:36.1,01:35.6,,15,18,0,39,,,01:36.9,Engine
383,19,21,10,01:36.2,,,17,12,0,55,,,01:37.0,+1 Lap
384,19,22,11,01:36.2,01:35.6,,14,13,0,55,,,01:36.7,+1 Lap
385,20,1,1,01:32.7,01:31.9,01:33.3,3,13,0,56,,,01:35.5,+1 Lap
386,20,2,2,01:33.1,01:31.9,01:33.7,6,4,5,57,8.409,5475379,01:33.6,Finished
387,20,3,3,01:32.9,01:32.2,01:34.0,8,8,1,57,55.889,5522859,01:34.1,Finished
388,20,4,4,01:32.9,01:32.3,01:35.1,10,10,0,57,77.181,5544151,01:35.2,Finished
389,20,5,1,01:33.1,01:31.7,01:33.5,5,5,4,57,26.789,5493759,01:33.2,Finished
390,20,6,3,01:33.4,01:32.9,,16,14,0,56,,,01:35.4,+1 Lap
391,20,7,5,01:33.4,01:32.9,,15,15,0,56,,,01:35.3,+1 Lap
392,20,8,6,01:32.7,01:31.9,01:33.4,4,2,8,57,3.339,5470309,01:33.7,Finished
393,20,9,2,01:32.9,01:31.7,01:33.1,1,3,6,57,4.998,5471968,01:33.8,Finished
394,20,10,7,01:32.8,01:32.5,,13,9,0,57,69.5,5536470,01:34.8,Finished
395,20,11,8,01:35.7,,,22,17,0,56,,,01:35.9,+1 Lap
396,20,12,4,01:33.0,01:32.8,,14,20,0,40,,,01:35.1,Gearbox
397,20,13,6,01:31.9,01:31.2,01:33.1,2,1,10,57,31:07.0,5466970,01:33.6,Finished
398,20,14,9,01:33.4,,,17,18,0,56,,,01:35.4,+1 Lap
399,20,15,7,01:32.5,01:32.2,01:34.0,7,6,3,57,41.314,5508284,01:34.2,Finished
400,20,16,10,01:33.8,,,20,19,0,56,,,01:35.4,+2 Laps
401,20,17,9,01:33.2,01:32.4,,11,7,2,57,45.473,5512443,01:34.3,Finished
402,20,18,11,01:32.8,01:32.4,01:35.1,9,21,0,19,,,01:36.1,Collision
403,20,19,8,01:34.1,,,21,16,0,56,,,01:35.3,+1 Lap
404,20,20,5,01:33.6,,,19,22,0,0,,,,Engine
405,20,21,10,01:33.5,,,18,12,0,56,,,01:35.1,+1 Lap
406,20,22,11,01:32.9,01:32.5,,12,11,0,57,77.862,5544832,01:34.9,Finished
407,21,1,1,01:21.4,01:20.8,01:22.1,5,3,6,66,4.187,5903238,01:22.0,Finished
408,21,2,2,01:21.5,01:20.8,01:22.5,9,9,0,66,63.073,5962124,01:22.5,Finished
409,21,3,3,01:21.5,01:21.3,,15,14,0,41,,,01:23.3,Engine
410,21,4,4,01:21.3,01:20.8,01:21.9,2,15,0,34,,,01:22.7,Engine
411,21,5,1,01:21.4,01:20.8,01:22.2,6,17,0,21,,,01:22.5,Accident
412,21,6,3,01:21.7,01:21.1,,12,7,2,66,58.244,5957295,01:23.5,Finished
413,21,7,5,01:21.5,01:21.7,,16,19,0,7,,,01:26.0,Collision
414,21,8,6,01:20.7,01:20.8,01:21.8,1,1,10,66,38:19.1,5899051,01:21.7,Finished
415,21,9,2,01:21.4,01:20.6,01:22.1,4,4,5,66,5.694,5904745,01:22.1,Finished
416,21,10,7,01:21.4,01:21.2,,14,11,0,65,,,01:23.0,+1 Lap
417,21,11,8,01:23.5,,,22,13,0,65,,,01:24.6,+1 Lap
418,21,12,4,01:21.4,01:20.9,01:22.7,10,20,0,6,,,01:25.4,Collision
419,21,13,6,01:21.5,01:20.6,01:22.1,3,2,8,66,3.228,5902279,01:21.8,Finished
420,21,14,9,01:21.8,,,17,12,0,65,,,01:22.8,+1 Lap
421,21,15,7,01:21.2,01:20.9,01:22.5,8,8,1,66,59.435,5958486,01:22.8,Finished
422,21,16,10,01:23.2,,,20,21,0,0,,,,Collision
423,21,17,9,01:21.5,01:21.0,01:22.4,7,5,4,66,35.938,5934989,01:22.6,Finished
424,21,18,11,01:21.8,01:21.2,,13,6,3,66,53.01,5952061,01:22.4,Finished
425,21,19,8,01:23.3,,,21,18,0,8,,,01:26.9,Radiator
426,21,20,5,01:22.1,,,18,22,0,0,,,,Collision
427,21,21,10,01:22.5,,,19,10,0,65,,,01:23.4,+1 Lap
428,21,22,11,01:21.5,01:21.0,,11,16,0,34,,,01:23.9,Collision
429,22,1,1,01:26.2,01:26.5,01:27.9,3,2,8,58,3.779,5213230,01:26.5,Finished
430,22,2,2,01:27.1,01:27.6,01:28.9,9,5,4,58,38.741,5248192,01:27.2,Finished
431,22,3,3,01:27.4,01:27.0,,11,8,1,58,71.406,5280857,01:27.8,Finished
432,22,4,4,01:26.8,01:26.5,01:28.4,7,6,3,58,53.724,5263175,01:27.3,Finished
433,22,5,1,01:26.7,01:26.3,01:27.8,2,12,0,57,,,01:27.6,+1 Lap
434,22,6,3,01:27.5,,,16,19,0,1,,,,Collision
435,22,7,5,01:27.6,,,18,18,0,24,,,01:28.7,Suspension
436,22,8,6,01:26.5,01:26.1,01:27.9,4,3,6,58,4.271,5213722,01:26.5,Finished
437,22,9,2,01:26.8,01:26.1,01:28.4,5,4,5,58,21.945,5231396,01:26.8,Finished
438,22,10,7,01:26.6,01:27.8,,15,13,0,57,,,01:28.3,+1 Lap
439,22,12,4,01:27.6,,,17,15,0,57,,,01:27.9,+1 Lap
440,22,13,6,01:26.0,01:26.2,01:27.6,1,1,10,58,26:49.5,5209451,01:26.7,Finished
441,22,14,9,01:26.9,01:26.5,01:30.0,10,9,0,58,75.27,5284721,01:28.0,Finished
442,22,15,7,01:26.7,01:26.8,01:28.8,8,10,0,58,76.344,5285795,01:27.9,Finished
443,22,16,10,01:28.3,,,19,16,0,57,,,01:28.8,+1 Lap
444,22,17,9,01:26.8,01:26.5,01:28.4,6,7,2,58,64.229,5273680,01:27.6,Finished
445,22,18,11,01:27.4,01:27.3,,13,11,0,57,,,01:28.0,+1 Lap
446,22,20,5,01:27.4,01:27.4,,14,17,0,57,,,01:28.2,+1 Lap
447,22,21,10,01:27.8,,,20,20,0,0,,,,Collision
448,22,22,11,01:27.4,01:27.2,,12,14,0,57,,,01:28.0,+1 Lap
449,23,1,1,01:15.6,01:15.3,01:15.8,3,1,10,76,00:42.7,7242742,01:18.5,Finished
450,23,2,2,01:16.6,01:16.5,,12,14,0,72,,,01:20.3,+4 Laps
451,23,3,3,01:15.9,01:15.3,01:16.5,6,16,0,59,,,01:21.3,Accident
452,23,4,4,01:16.6,01:15.8,01:16.9,7,10,0,75,,,01:17.9,+1 Lap
453,23,5,1,01:15.3,01:15.4,01:16.2,4,8,1,76,33.191,7275933,01:17.3,Finished
454,23,6,3,01:16.8,01:16.5,,13,7,2,76,30.18,7272922,01:19.9,Finished
455,23,7,5,01:16.8,,,16,20,0,7,,,01:41.2,Collision
456,23,8,6,01:15.7,01:15.4,01:15.8,2,9,0,76,33.792,7276534,01:16.7,Finished
457,23,9,2,01:16.0,01:15.5,01:16.2,5,2,8,76,3.064,7245806,01:17.9,Finished
458,23,10,7,01:16.3,01:15.9,,10,12,0,75,,,01:19.6,+1 Lap
459,23,12,4,01:16.9,,,17,17,0,47,,,01:31.2,Accident
460,23,13,6,01:15.2,01:15.1,01:15.8,1,3,6,76,4.811,7247553,01:17.9,Finished
461,23,14,9,01:16.1,01:15.8,,15,19,0,7,,,01:42.1,Accident
462,23,15,7,01:16.3,01:15.6,01:17.2,8,13,0,75,,,01:19.8,+1 Lap
463,23,16,10,01:17.2,,,18,15,0,67,,,01:22.0,Collision
464,23,17,9,01:16.1,01:15.7,01:17.3,9,4,5,76,19.295,7262037,01:19.0,Finished
465,23,18,11,01:16.3,01:16.1,,11,11,0,75,,,01:19.6,+1 Lap
466,23,20,5,01:17.0,,,19,5,4,76,24.657,7267399,01:18.8,Finished
467,23,21,10,01:17.8,,,20,18,0,36,,,01:32.8,Gearbox
468,23,22,11,01:16.2,01:16.5,,14,6,3,76,28.408,7271150,01:19.6,Finished
469,24,1,1,01:16.9,01:17.0,01:17.9,1,19,0,19,,,01:17.5,Collision
470,24,2,2,01:18.1,01:17.8,01:19.6,8,2,8,70,16.495,5800942,01:17.4,Finished
471,24,3,3,01:18.0,01:17.9,01:18.8,5,10,0,70,57.749,5842196,01:18.0,Finished
472,24,4,4,01:17.4,01:17.5,01:18.7,4,16,0,44,,,01:18.2,Spun off
473,24,5,1,01:17.3,01:17.7,01:19.1,7,9,0,70,54.433,5838880,01:18.5,Finished
474,24,6,3,01:17.6,01:18.1,,12,15,0,46,,,01:18.8,Accident
475,24,7,5,01:18.9,,,18,13,0,69,,,01:18.6,+1 Lap
476,24,8,6,01:17.3,01:17.4,01:18.7,3,18,0,19,,,01:17.4,Collision
477,24,9,2,01:17.5,01:17.7,01:18.5,2,1,10,70,36:24.4,5784447,01:17.5,Finished
478,24,10,7,01:18.3,01:18.0,,11,4,5,70,42.627,5827074,01:19.1,Finished
479,24,12,4,01:18.5,01:18.4,,15,17,0,43,,,01:19.2,Brakes
480,24,13,6,01:17.2,01:17.4,01:19.0,6,5,4,70,43.934,5828381,01:18.0,Finished
481,24,14,9,01:18.2,01:18.2,,13,3,6,70,23.352,5807799,01:18.1,Finished
482,24,15,7,01:18.0,01:18.3,,14,6,3,70,47.775,5832222,01:18.9,Finished
483,24,16,10,01:19.1,,,16,20,0,13,,,01:20.7,Gearbox
484,24,17,9,01:17.6,01:17.5,,10,12,0,70,71.229,5855676,01:18.2,Finished
485,24,18,11,01:23.6,,,20,11,0,70,67.54,5851987,01:19.4,Finished
486,24,20,5,,,,19,8,1,70,54.12,5838567,01:18.5,Finished
487,24,21,10,01:19.2,,,17,14,0,51,,,01:19.1,Spun off
488,24,22,11,01:18.3,01:18.0,01:20.8,9,7,2,70,53.597,5838044,01:18.3,Finished
489,25,1,1,01:15.6,01:15.3,01:16.7,13,10,0,70,54.521,5564766,01:17.5,Finished
490,25,2,2,01:16.0,01:15.8,,11,13,0,70,62.079,5572324,01:17.7,Finished
491,25,3,3,01:16.1,01:16.2,,19,16,0,69,,,01:18.3,+1 Lap
492,25,4,4,01:15.8,01:15.5,01:16.8,3,8,1,70,43.372,5553617,01:17.6,Finished
493,25,5,1,01:16.0,01:15.6,01:16.9,10,4,5,70,28.929,5539174,01:17.1,Finished
494,25,6,3,01:16.2,,,15,15,0,69,,,01:18.1,+1 Lap
495,25,7,5,01:16.1,01:16.0,,14,17,0,69,,,01:18.2,+1 Lap
496,25,8,6,01:15.1,01:15.2,01:16.4,1,2,8,70,17.984,5528229,01:16.6,Finished
497,25,9,2,01:15.7,01:15.7,01:17.0,5,5,4,70,30.512,5540757,01:17.2,Finished
498,25,10,7,01:15.7,01:15.6,01:17.6,8,11,0,70,57.738,5567983,01:17.8,Finished
499,25,12,4,01:15.8,01:15.8,,9,7,2,70,41.033,5551278,01:17.8,Finished
500,25,13,6,01:15.0,01:15.0,01:16.5,2,1,10,70,31:50.2,5510245,01:16.7,Finished
501,25,14,9,01:15.8,01:15.7,01:17.4,7,9,0,70,51.072,5561317,01:17.8,Finished
502,25,15,7,01:15.5,01:15.4,01:16.9,4,3,6,70,28.25,5538495,01:17.6,Finished
503,25,16,10,01:17.1,,,18,19,0,69,,,01:18.5,+1 Lap
504,25,17,9,01:16.0,01:15.5,01:17.2,6,6,3,70,40.304,5550549,01:17.5,Finished
505,25,18,11,01:16.3,,,16,20,0,16,,,01:20.9,Collision
506,25,20,5,01:15.9,01:15.8,,12,12,0,70,58.065,5568310,01:17.8,Finished
507,25,21,10,01:17.0,,,17,18,0,69,,,01:18.6,+1 Lap
508,25,22,11,01:16.3,,,20,14,0,69,,,01:18.0,+1 Lap
509,26,1,1,01:20.3,01:19.5,01:21.8,4,1,10,60,39:09.4,5949440,01:32.8,Finished
510,26,2,2,01:21.0,01:19.8,01:21.9,5,2,8,60,68.577,6018017,01:32.7,Finished
511,26,3,3,01:21.7,,,20,9,0,59,,,01:34.8,+1 Lap
512,26,4,4,01:21.0,01:20.0,01:22.0,6,6,3,59,,,01:33.1,+1 Lap
513,26,5,1,01:20.0,01:19.6,01:21.0,1,5,4,59,,,01:33.1,+1 Lap
514,26,6,3,01:21.4,01:21.1,,15,8,1,59,,,01:34.3,+1 Lap
515,26,7,5,01:20.6,01:20.5,,13,11,0,59,,,01:33.4,+1 Lap
516,26,8,6,01:20.4,01:20.0,01:21.7,3,4,5,59,,,01:32.2,+1 Lap
517,26,9,2,01:20.4,01:19.8,,10,14,0,39,,,01:33.5,Spun off
518,26,10,7,01:20.9,01:20.3,,12,12,0,59,,,01:34.6,+1 Lap
519,26,12,4,01:20.8,01:20.1,01:22.5,7,16,0,35,,,01:33.2,Spun off
520,26,13,6,01:20.7,01:20.1,01:23.3,9,13,0,58,,,01:33.3,+2 Laps
521,26,14,9,01:21.2,01:20.2,,11,20,0,0,,,,Collision
522,26,15,7,01:21.1,01:20.6,,14,7,2,59,,,01:33.8,+1 Lap
523,26,16,10,01:21.8,,,18,18,0,10,,,01:38.2,Spun off
524,26,17,9,01:21.0,01:19.7,01:21.6,2,10,0,59,,,01:33.0,+1 Lap
525,26,18,11,01:21.6,,,17,15,0,38,,,01:33.4,Spun off
526,26,20,5,01:20.3,01:20.1,01:23.3,8,19,0,0,,,,Collision
527,26,21,10,01:21.9,,,19,17,0,16,,,01:34.9,Spun off
528,26,22,11,01:21.5,,,16,3,6,60,82.273,6031713,01:33.4,Finished
529,27,1,1,01:15.2,01:14.6,01:15.7,1,1,10,67,31:20.9,5480874,01:16.0,Finished
530,27,2,2,01:15.6,01:15.6,,12,4,5,67,9.825,5490699,01:16.0,Finished
531,27,3,3,01:15.9,01:15.6,,13,10,0,67,37.658,5518532,01:17.4,Finished
532,27,4,4,01:15.9,01:14.9,01:16.4,5,11,0,67,38.625,5519499,01:17.1,Finished
533,27,5,1,01:15.5,01:14.9,01:16.1,3,5,4,67,12.411,5493285,01:16.5,Finished
534,27,6,3,01:16.1,,,16,14,0,67,60.003,5540877,01:17.7,Finished
535,27,7,5,01:15.9,01:15.9,,15,12,0,67,39.111,5519985,01:17.0,Finished
536,27,8,6,01:15.2,01:14.9,01:16.4,6,6,3,67,14.483,5495357,01:16.3,Finished
537,27,9,2,01:16.0,01:15.1,01:16.5,7,7,2,67,22.603,5503477,01:16.6,Finished
538,27,10,7,01:15.6,01:15.5,,11,20,0,35,,,01:16.7,Suspension
539,27,12,4,01:16.2,,,17,2,8,67,5.586,5486460,01:16.9,Finished
540,27,13,6,01:14.9,01:14.7,01:15.9,2,3,6,67,9.339,5490213,01:16.5,Finished
541,27,14,9,01:16.0,01:15.3,01:17.5,10,13,0,67,54.971,5535845,01:17.0,Finished
542,27,15,7,01:15.6,01:15.1,01:16.2,4,9,0,67,37.199,5518073,01:17.0,Finished
543,27,16,10,01:16.7,,,19,15,0,67,69.488,5550362,01:17.9,Finished
544,27,17,9,01:15.9,01:15.5,01:17.0,8,19,0,40,,,01:17.2,Engine
545,27,18,11,01:16.0,01:15.7,,14,17,0,66,,,01:17.6,+1 Lap
546,27,20,5,01:15.5,01:15.4,01:17.2,9,8,1,67,33.282,5514156,01:16.8,Finished
547,27,21,10,01:17.0,,,20,16,0,67,84.093,5564967,01:18.2,Finished
548,27,22,11,01:16.2,,,18,18,0,50,,,01:18.0,Collision
549,28,1,1,01:19.4,01:19.5,01:20.9,1,5,4,70,23.048,5870115,01:21.5,Finished
550,28,2,2,01:21.0,,,15,10,0,70,67.709,5914776,01:22.2,Finished
551,28,3,3,01:20.7,,,14,14,0,69,,,01:22.4,+1 Lap
552,28,4,4,01:20.2,01:19.8,01:21.7,7,4,5,70,21.614,5868681,01:21.8,Finished
553,28,5,1,01:19.9,01:19.5,01:21.1,2,1,10,70,37:27.1,5847067,01:21.8,Finished
554,28,6,3,01:21.1,,,16,13,0,69,,,01:23.3,+1 Lap
555,28,7,5,01:20.6,01:21.0,,19,18,0,67,,,01:23.2,+3 Laps
556,28,8,6,01:20.0,01:19.5,01:21.5,6,3,6,70,16.856,5863923,01:21.2,Finished
557,28,9,2,01:20.1,01:19.8,01:21.3,4,8,1,70,48.321,5895388,01:21.9,Finished
558,28,10,7,01:20.0,01:19.2,01:21.3,5,2,8,70,11.061,5858128,01:21.7,Finished
559,28,12,4,01:20.6,01:20.1,01:22.4,10,6,3,70,32.298,5879365,01:21.5,Finished
560,28,13,6,01:19.6,01:19.1,01:21.2,3,17,0,67,,,01:21.4,Engine
561,28,14,9,01:20.5,01:20.5,,13,11,0,70,70.407,5917474,01:22.7,Finished
562,28,15,7,01:19.9,01:19.5,01:21.8,9,7,2,70,36.449,5883516,01:21.6,Finished
563,28,16,10,01:22.1,,,20,19,0,62,,,01:23.7,Brakes
564,28,17,9,01:20.1,01:20.0,01:21.7,8,9,0,70,58.834,5905901,01:22.1,Finished
565,28,18,11,01:20.9,01:20.3,,12,12,0,69,,,01:22.4,+1 Lap
566,28,20,5,01:20.2,01:20.1,,11,20,0,22,,,01:24.2,Overheating
567,28,21,10,01:21.7,,,18,15,0,69,,,01:22.6,+1 Lap
568,28,22,11,01:21.3,,,17,16,0,68,,,01:22.4,+2 Laps
569,29,1,1,01:38.5,01:38.0,01:39.2,2,2,8,57,5.611,5737950,01:38.9,Finished
570,29,2,2,01:38.7,01:37.9,01:40.6,8,9,0,57,82.177,5814516,01:39.5,Finished
571,29,3,3,01:38.6,01:38.3,01:40.7,9,8,1,57,71.457,5803796,01:39.6,Finished
572,29,4,4,01:38.3,01:38.4,,12,20,0,0,,,,Collision
573,29,5,1,01:38.7,01:38.1,01:39.9,5,4,5,57,39.703,5772042,01:39.1,Finished
574,29,6,3,01:38.7,01:38.4,,11,15,0,56,,,01:39.8,+1 Lap
575,29,7,5,01:38.6,01:38.4,01:40.8,10,10,0,57,89.794,5822133,01:39.6,Finished
576,29,8,6,01:38.7,01:38.2,01:39.5,4,18,0,45,,,01:39.4,Engine
577,29,9,2,01:38.3,01:38.1,01:39.4,3,3,6,57,37.353,5769692,01:39.3,Finished
578,29,10,7,01:38.5,01:38.5,,13,7,2,57,67.99,5800329,01:39.5,Finished
579,29,12,4,01:38.8,01:38.7,,15,11,0,57,92.717,5825056,01:39.5,Finished
580,29,13,6,01:38.2,01:37.9,01:39.0,1,1,10,57,35:32.3,5732339,01:38.7,Finished
581,29,14,9,01:39.2,,,17,17,0,56,,,01:41.0,+1 Lap
582,29,15,7,01:37.9,01:37.9,01:40.3,7,5,4,57,50.684,5783023,01:39.7,Finished
583,29,16,10,01:39.9,,,20,19,0,41,,,01:40.7,Accident
584,29,17,9,01:38.6,01:38.5,,14,12,0,56,,,01:40.3,+1 Lap
585,29,18,11,01:38.9,,,16,13,0,56,,,01:40.8,+1 Lap
586,29,20,5,01:38.1,01:37.8,01:40.1,6,6,3,57,52.625,5784964,01:39.5,Finished
587,29,21,10,01:39.3,,,18,14,0,56,,,01:40.4,+1 Lap
588,29,22,11,01:39.8,,,19,16,0,56,,,01:40.6,+1 Lap
589,30,1,1,01:46.9,01:46.1,01:47.3,1,3,6,44,10.539,4989933,01:48.1,Finished
590,30,2,2,01:47.4,01:46.3,01:48.3,5,2,8,44,9.383,4988777,01:49.1,Finished
591,30,3,3,01:47.5,01:47.4,,15,12,0,43,,,01:50.7,+1 Lap
592,30,4,4,01:47.2,01:46.5,01:48.5,6,4,5,44,14.478,4993872,01:49.2,Finished
593,30,5,1,01:46.8,01:46.0,01:47.8,3,10,0,43,,,01:48.2,Gearbox
594,30,6,3,01:48.3,,,19,14,0,43,,,01:51.0,+1 Lap
595,30,7,5,01:46.8,01:46.5,01:49.0,9,7,2,44,16.735,4996129,01:49.0,Finished
596,30,8,6,01:47.0,01:46.3,01:48.0,4,18,0,42,,,01:47.9,Spun off
597,30,9,2,01:47.1,01:46.5,01:48.8,8,6,3,44,15.037,4994431,01:49.0,Finished
598,30,10,7,01:47.4,01:47.0,,13,9,0,44,67.045,5046439,01:50.3,Finished
599,30,12,4,01:47.1,01:47.0,,12,20,0,13,,,01:51.1,Spun off
600,30,13,6,01:46.9,01:46.4,01:47.7,2,1,10,44,22:59.4,4979394,01:48.2,Finished
601,30,14,9,01:47.1,01:47.0,,14,11,0,43,,,01:50.2,+1 Lap
602,30,15,7,01:47.4,01:46.9,,11,16,0,43,,,01:50.5,+1 Lap
603,30,16,10,01:48.2,,,18,13,0,43,,,01:50.5,+1 Lap
