year,constructor_ID,constructor_name,entries,races,points,points_per_race,avg_starting_position,avg_finish_position,avg_position_change,q3_starts,q3_rate,issues,issue_rate,podiums,wins,final_constructor_position,final_constructor_points,is_mclaren
1959,117,Aston Martin,8,4,0.0,0.0,11.5,11.125,0.375,0,0.0,4,0.5,0,0,5,0,0
1959,123,Fry,1,1,0.0,0.0,0.0,27.0,-27.0,0,0.0,1,1.0,0,0,16,0,0
1959,118,Vanwall,1,1,0.0,0.0,17.0,24.0,-7.0,0,0.0,1,1.0,0,0,15,0,0
1959,101,JBW,1,1,0.0,0.0,14.0,22.0,-8.0,0,0.0,1,1.0,0,0,14,0,0
1959,169,Cooper-Borgward,3,2,0.0,0.0,16.3333,13.0,3.3333,0,0.0,1,0.3333,0,0,10,0,0
1959,124,Tec-Mec,1,1,0.0,0.0,17.0,13.0,4.0,0,0.0,1,1.0,0,0,12,0,0
1959,168,Cooper-OSCA,1,1,0.0,0.0,14.0,11.0,3.0,0,0.0,1,1.0,0,0,11,0,0
1959,125,Connaught,1,1,0.0,0.0,13.0,18.0,-5.0,0,0.0,1,1.0,0,0,13,0,0
1958,87,Cooper,42,10,38.0,3.8,12.8333,10.9762,1.8571,0,0.0,15,0.3571,5,2,3,31,0
1958,105,Maserati,53,10,9.0,0.9,11.3585,13.4906,-2.1321,0,0.0,32,0.6038,0,0,5,6,0
1958,6,Ferrari,34,10,93.0,9.3,5.7941,7.4706,-1.6765,0,0.0,13,0.3824,14,2,2,40,0
1958,32,Team Lotus,19,9,3.0,0.3333,15.1053,12.0526,3.0526,0,0.0,10,0.5263,0,0,6,3,0
1958,118,Vanwall,27,9,68.0,7.5556,4.7407,10.037,-5.2963,0,0.0,16,0.5926,9,6,1,48,0
1958,66,BRM,23,9,24.0,2.6667,7.087,12.0435,-4.9565,0,0.0,14,0.6087,2,0,4,18,0
1958,127,OSCA,2,1,0.0,0.0,0.0,24.5,-24.5,0,0.0,2,1.0,0,0,9,0,0
1958,125,Connaught,5,2,0.0,0.0,7.2,21.2,-14.0,0,0.0,5,1.0,0,0,8,0,0
1958,95,Porsche,3,2,0.0,0.0,15.0,12.0,3.0,0,0.0,1,0.3333,0,0,7,0,0
1958,110,Lesovsky,2,1,0.0,0.0,10.5,22.5,-12.0,0,0.0,2,1.0,0,0,,,0
1958,108,Epperly,4,1,20.0,20.0,15.25,3.0,12.25,0,0.0,0,0.0,2,1,,,0
1958,113,Kurtis Kraft,16,1,4.0,4.0,18.25,19.0625,-0.8125,0,0.0,11,0.6875,1,0,,,0
1958,114,Kuzma,5,1,0.0,0.0,24.0,19.8,4.2,0,0.0,4,0.8,0,0,,,0
1958,109,Phillips,1,1,0.0,0.0,13.0,7.0,6.0,0,0.0,0,0.0,0,0,,,0
1958,107,Watson,4,1,0.0,0.0,6.25,17.25,-11.0,0,0.0,2,0.5,0,0,,,0
1958,120,Dunn,1,1,0.0,0.0,29.0,24.0,5.0,0,0.0,1,1.0,0,0,,,0
1957,105,Maserati,61,7,78.0,11.1429,9.2623,9.9836,-0.7213,0,0.0,30,0.4918,10,4,,,0
1957,6,Ferrari,32,7,48.0,6.8571,7.2812,7.0938,0.1875,0,0.0,12,0.375,7,0,,,0
1957,87,Cooper,16,5,2.0,0.4,15.8125,12.875,2.9375,0,0.0,8,0.5,0,0,,,0
1957,66,BRM,6,3,0.0,0.0,10.3333,13.5,-3.1667,0,0.0,6,1.0,0,0,,,0
1957,118,Vanwall,18,6,37.0,6.1667,4.4444,8.0,-3.5556,0,0.0,8,0.4444,5,4,,,0
1957,125,Connaught,2,1,3.0,3.0,14.5,7.5,7.0,0,0.0,1,0.5,0,0,,,0
1957,110,Lesovsky,2,1,0.0,0.0,19.0,20.0,-1.0,0,0.0,1,0.5,0,0,,,0
1957,108,Epperly,2,1,15.0,15.0,22.5,1.5,21.0,0,0.0,0,0.0,2,1,,,0
1957,114,Kuzma,4,1,4.0,4.0,13.25,13.0,0.25,0,0.0,1,0.25,1,0,,,0
1957,113,Kurtis Kraft,22,1,5.0,5.0,17.0909,18.4091,-1.3182,0,0.0,12,0.5455,0,0,,,0
1957,109,Phillips,1,1,0.0,0.0,16.0,9.0,7.0,0,0.0,0,0.0,0,0,,,0
1957,107,Watson,1,1,0.0,0.0,3.0,31.0,-28.0,0,0.0,1,1.0,0,0,,,0
1957,120,Dunn,1,1,0.0,0.0,30.0,21.0,9.0,0,0.0,1,1.0,0,0,,,0
1957,95,Porsche,3,1,0.0,0.0,15.6667,14.3333,1.3333,0,0.0,1,0.3333,0,0,,,0
1956,105,Maserati,69,7,73.0,10.4286,11.6957,9.9275,1.7681,0,0.0,33,0.4783,11,2,,,0
1956,6,Ferrari,43,7,83.0,11.8571,5.3953,8.5116,-3.1163,0,0.0,20,0.4651,14,6,,,0
1956,118,Vanwall,14,5,3.0,0.6,6.9286,14.5,-7.5714,0,0.0,11,0.7857,0,0,,,0
1956,128,Gordini,15,5,2.0,0.4,16.3333,12.0,4.3333,0,0.0,7,0.4667,0,0,,,0
1956,66,BRM,5,2,0.0,0.0,5.8,19.8,-14.0,0,0.0,5,1.0,0,0,,,0
1956,113,Kurtis Kraft,24,1,12.0,12.0,15.2917,19.25,-3.9583,0,0.0,14,0.5833,1,0,,,0
1956,114,Kuzma,6,1,0.0,0.0,21.6667,16.5,5.1667,0,0.0,1,0.1667,0,0,,,0
1956,109,Phillips,1,1,4.0,4.0,26.0,3.0,23.0,0,0.0,0,0.0,1,0,,,0
1956,107,Watson,1,1,8.0,8.0,1.0,1.0,0.0,0,0.0,0,0.0,1,1,,,0
1956,110,Lesovsky,1,1,0.0,0.0,21.0,9.0,12.0,0,0.0,0,0.0,0,0,,,0
1956,129,Stevens,1,1,0.0,0.0,30.0,10.0,20.0,0,0.0,0,0.0,0,0,,,0
1956,125,Connaught,7,3,9.0,3.0,16.5714,12.2857,4.2857,0,0.0,4,0.5714,1,0,,,0
1956,130,Bugatti,1,1,0.0,0.0,18.0,17.0,1.0,0,0.0,1,1.0,0,0,,,0
1956,99,Emeryson,1,1,0.0,0.0,23.0,25.0,-2.0,0,0.0,1,1.0,0,0,,,0
1956,87,Cooper,1,1,0.0,0.0,22.0,11.0,11.0,0,0.0,0,0.0,0,0,,,0
1955,6,Ferrari,31,6,33.0,5.5,8.6452,8.0968,0.5484,0,0.0,10,0.3226,9,1,,,0
1955,131,Mercedes,24,6,79.0,13.1667,4.375,7.375,-3.0,0,0.0,9,0.375,10,5,,,0
1955,105,Maserati,51,6,23.0,3.8333,12.098,10.5098,1.5882,0,0.0,28,0.549,3,0,,,0
1955,132,Lancia,9,3,8.0,2.6667,7.7778,10.3333,-2.5556,0,0.0,6,0.6667,1,0,,,0
1955,128,Gordini,15,5,0.0,0.0,15.8667,14.0,1.8667,0,0.0,11,0.7333,0,0,,,0
1955,118,Vanwall,7,4,0.0,0.0,12.5714,14.8571,-2.2857,0,0.0,5,0.7143,0,0,,,0
1955,133,HWM,1,1,0.0,0.0,0.0,22.0,-22.0,0,0.0,1,1.0,0,0,,,0
1955,114,Kuzma,4,1,3.0,3.0,23.0,16.75,6.25,0,0.0,2,0.5,0,0,,,0
1955,108,Epperly,1,1,0.0,0.0,20.0,14.0,6.0,0,0.0,0,0.0,0,0,,,0
1955,111,Trevis,2,1,0.0,0.0,31.5,15.5,16.0,0,0.0,1,0.5,0,0,,,0
1955,113,Kurtis Kraft,23,1,21.0,21.0,13.7826,14.5652,-0.7826,0,0.0,11,0.4783,4,1,,,0
1955,109,Phillips,1,1,0.0,0.0,21.0,15.0,6.0,0,0.0,1,1.0,0,0,,,0
1955,135,Pawl,1,1,0.0,0.0,13.0,22.0,-9.0,0,0.0,1,1.0,0,0,,,0
1955,136,Pankratz,1,1,0.0,0.0,15.0,33.0,-18.0,0,0.0,1,1.0,0,0,,,0
1955,134,Schroeder,1,1,0.0,0.0,28.0,20.0,8.0,0,0.0,1,1.0,0,0,,,0
1955,129,Stevens,1,1,0.0,0.0,1.0,31.0,-30.0,0,0.0,1,1.0,0,0,,,0
1955,87,Cooper,1,1,0.0,0.0,25.0,12.0,13.0,0,0.0,1,1.0,0,0,,,0
1955,125,Connaught,5,1,0.0,0.0,17.0,19.2,-2.2,0,0.0,5,1.0,0,0,,,0
1955,137,Arzani-Volpini,1,1,0.0,0.0,0.0,23.0,-23.0,0,0.0,1,1.0,0,0,,,0
1954,6,Ferrari,47,8,81.0,10.125,8.4894,9.4894,-1.0,0,0.0,22,0.4681,14,2,,,0
1954,105,Maserati,67,8,46.0,5.75,12.209,11.791,0.4179,0,0.0,38,0.5672,5,2,,,0
1954,128,Gordini,25,8,4.0,0.5,13.84,13.44,0.4,0,0.0,19,0.76,0,0,,,0
1954,135,Pawl,2,1,0.0,0.0,16.0,22.0,-6.0,0,0.0,2,1.0,0,0,,,0
1954,113,Kurtis Kraft,35,1,19.0,19.0,18.5429,16.0286,2.5143,0,0.0,13,0.3714,2,1,,,0
1954,138,Nichels,3,1,0.0,0.0,4.0,24.0,-20.0,0,0.0,3,1.0,0,0,,,0
1954,114,Kuzma,4,1,6.0,6.0,8.75,9.75,-1.0,0,0.0,0,0.0,1,0,,,0
1954,109,Phillips,1,1,0.0,0.0,6.0,7.0,-1.0,0,0.0,0,0.0,0,0,,,0
1954,136,Pankratz,1,1,0.0,0.0,7.0,17.0,-10.0,0,0.0,0,0.0,0,0,,,0
1954,129,Stevens,3,1,0.0,0.0,25.0,15.3333,9.6667,0,0.0,0,0.0,0,0,,,0
1954,134,Schroeder,4,1,0.0,0.0,24.5,28.0,-3.5,0,0.0,4,1.0,0,0,,,0
1954,139,Bromme,2,1,0.0,0.0,29.0,30.0,-1.0,0,0.0,2,1.0,0,0,,,0
1954,131,Mercedes,18,6,60.0,10.0,6.0,6.2222,-0.2222,0,0.0,6,0.3333,7,4,,,0
1954,133,HWM,1,1,0.0,0.0,15.0,17.0,-2.0,0,0.0,1,1.0,0,0,,,0
1954,87,Cooper,6,1,0.0,0.0,23.6667,24.1667,-0.5,0,0.0,4,0.6667,0,0,,,0
1954,118,Vanwall,3,3,0.0,0.0,9.0,18.3333,-9.3333,0,0.0,2,0.6667,0,0,,,0
1954,125,Connaught,5,1,0.0,0.0,20.4,15.4,5.0,0,0.0,2,0.4,0,0,,,0
1954,140,Klenk,1,1,0.0,0.0,21.0,14.0,7.0,0,0.0,1,1.0,0,0,,,0
1954,132,Lancia,2,1,1.0,1.0,3.0,19.5,-16.5,0,0.0,2,1.0,0,0,,,0
1953,128,Gordini,27,8,4.0,0.5,12.5926,14.3704,-1.7778,0,0.0,16,0.5926,0,0,,,0
1953,105,Maserati,45,8,67.0,8.375,8.6,9.5778,-0.9778,0,0.0,21,0.4667,9,1,,,0
1953,6,Ferrari,48,8,122.0,15.25,7.625,7.9167,-0.2917,0,0.0,12,0.25,16,7,,,0
1953,141,Simca,2,2,0.0,0.0,17.0,17.0,0.0,0,0.0,2,1.0,0,0,,,0
1953,87,Cooper,19,7,0.0,0.0,15.5263,13.5263,2.0,0,0.0,9,0.4737,0,0,,,0
1953,113,Kurtis Kraft,32,1,25.0,25.0,15.125,14.125,1.0,0,0.0,17,0.5312,4,1,,,0
1953,143,Del Roy,1,1,0.0,0.0,33.0,32.0,1.0,0,0.0,1,1.0,0,0,,,0
1953,110,Lesovsky,1,1,0.0,0.0,27.0,24.0,3.0,0,0.0,1,1.0,0,0,,,0
1953,114,Kuzma,7,1,0.0,0.0,13.0,15.8571,-2.8571,0,0.0,7,1.0,0,0,,,0
1953,134,Schroeder,1,1,0.0,0.0,31.0,14.0,17.0,0,0.0,0,0.0,0,0,,,0
1953,107,Watson,1,1,0.0,0.0,15.0,27.0,-12.0,0,0.0,1,1.0,0,0,,,0
1953,129,Stevens,2,1,0.0,0.0,12.5,20.5,-8.0,0,0.0,1,0.5,0,0,,,0
1953,142,Turner,1,1,0.0,0.0,23.0,21.0,2.0,0,0.0,1,1.0,0,0,,,0
1953,139,Bromme,1,1,0.0,0.0,11.0,31.0,-20.0,0,0.0,1,1.0,0,0,,,0
1953,125,Connaught,21,6,0.0,0.0,17.2857,18.619,-1.3333,0,0.0,16,0.7619,0,0,,,0
1953,133,HWM,18,6,0.0,0.0,18.6111,17.2222,1.3889,0,0.0,12,0.6667,0,0,,,0
1953,144,Veritas,8,2,0.0,0.0,25.75,21.0,4.75,0,0.0,5,0.625,0,0,,,0
1953,127,OSCA,4,2,0.0,0.0,19.5,17.75,1.75,0,0.0,2,0.5,0,0,,,0
1953,146,EMW,1,1,0.0,0.0,24.0,20.0,4.0,0,0.0,1,1.0,0,0,,,0
1953,145,BMW,2,1,0.0,0.0,29.0,14.5,14.5,0,0.0,0,0.0,0,0,,,0
1953,147,AFM,4,2,0.0,0.0,25.75,25.75,0.0,0,0.0,3,0.75,0,0,,,0
1952,133,HWM,25,7,2.0,0.2857,12.4,16.16,-3.76,0,0.0,14,0.56,0,0,,,0
1952,105,Maserati,25,6,8.0,1.3333,16.32,16.08,0.24,0,0.0,14,0.56,1,0,,,0
1952,128,Gordini,20,7,15.0,2.1429,7.3,12.85,-5.55,0,0.0,10,0.5,2,0,,,0
1952,6,Ferrari,49,8,120.0,15.0,8.9184,10.551,-1.6327,0,0.0,17,0.3469,17,7,,,0
1952,148,Frazer Nash,4,4,3.0,0.75,13.0,13.5,-0.5,0,0.0,2,0.5,0,0,,,0
1952,141,Simca,9,6,2.0,0.3333,14.6667,15.6667,-1.0,0,0.0,5,0.5556,0,0,,,0
1952,87,Cooper,16,6,12.0,2.0,12.625,11.625,1.0,0,0.0,3,0.1875,1,0,,,0
1952,147,AFM,3,2,0.0,0.0,15.0,13.6667,1.3333,0,0.0,2,0.6667,0,0,,,0
1952,144,Veritas,9,3,0.0,0.0,15.1111,17.0,-1.8889,0,0.0,5,0.5556,0,0,,,0
1952,113,Kurtis Kraft,21,1,13.0,13.0,15.9524,16.7143,-0.7619,0,0.0,9,0.4286,2,0,,,0
1952,111,Trevis,1,1,0.0,0.0,24.0,16.0,8.0,0,0.0,0,0.0,0,0,,,0
1952,110,Lesovsky,3,1,3.0,3.0,15.3333,14.3333,1.0,0,0.0,0,0.0,0,0,,,0
1952,114,Kuzma,1,1,8.0,8.0,7.0,1.0,6.0,0,0.0,0,0.0,1,1,,,0
1952,150,Deidt,1,1,0.0,0.0,30.0,24.0,6.0,0,0.0,1,1.0,0,0,,,0
1952,139,Bromme,1,1,0.0,0.0,29.0,22.0,7.0,0,0.0,1,1.0,0,0,,,0
1952,107,Watson,1,1,0.0,0.0,26.0,12.0,14.0,0,0.0,0,0.0,0,0,,,0
1952,129,Stevens,2,1,0.0,0.0,16.0,23.0,-7.0,0,0.0,1,0.5,0,0,,,0
1952,149,Sherman,1,1,0.0,0.0,13.0,15.0,-2.0,0,0.0,0,0.0,0,0,,,0
1952,151,ERA,3,3,0.0,0.0,14.6667,19.3333,-4.6667,0,0.0,3,1.0,0,0,,,0
1952,152,Aston Butterworth,4,4,0.0,0.0,9.0,25.25,-16.25,0,0.0,4,1.0,0,0,,,0
1952,126,Alta,2,2,0.0,0.0,12.5,14.0,-1.5,0,0.0,1,0.5,0,0,,,0
1952,125,Connaught,8,3,5.0,1.6667,9.25,12.125,-2.875,0,0.0,3,0.375,0,0,,,0
1952,145,BMW,4,1,0.0,0.0,26.75,16.75,10.0,0,0.0,3,0.75,0,0,,,0
1952,127,OSCA,1,1,0.0,0.0,10.0,24.0,-14.0,0,0.0,1,1.0,0,0,,,0
1952,153,Cisitalia,1,1,0.0,0.0,0.0,34.0,-34.0,0,0.0,1,1.0,0,0,,,0
1951,133,HWM,2,1,0.0,0.0,17.0,12.5,4.5,0,0.0,1,0.5,0,0,,,0
1951,154,Talbot-Lago,45,7,5.0,0.7143,14.2222,11.8444,2.3778,0,0.0,21,0.4667,0,0,,,0
1951,105,Maserati,14,6,0.0,0.0,17.8571,18.3571,-0.5,0,0.0,11,0.7857,0,0,,,0
1951,51,Alfa Romeo,30,7,75.0,10.7143,4.4,7.1333,-2.7333,0,0.0,8,0.2667,11,5,,,0
1951,6,Ferrari,33,7,86.0,12.2857,6.1818,7.6364,-1.4545,0,0.0,10,0.303,13,3,,,0
1951,144,Veritas,1,1,0.0,0.0,16.0,21.0,-5.0,0,0.0,1,1.0,0,0,,,0
1951,139,Bromme,1,1,0.0,0.0,25.0,27.0,-2.0,0,0.0,1,1.0,0,0,,,0
1951,150,Deidt,4,1,0.0,0.0,10.25,15.5,-5.25,0,0.0,3,0.75,0,0,,,0
1951,156,Marchese,1,1,0.0,0.0,19.0,20.0,-1.0,0,0.0,1,1.0,0,0,,,0
1951,113,Kurtis Kraft,17,1,19.0,19.0,11.7059,14.2353,-2.5294,0,0.0,12,0.7059,4,1,,,0
1951,149,Sherman,1,1,3.0,3.0,31.0,4.0,27.0,0,0.0,0,0.0,0,0,,,0
1951,134,Schroeder,2,1,2.0,2.0,30.5,14.5,16.0,0,0.0,1,0.5,0,0,,,0
1951,135,Pawl,1,1,0.0,0.0,27.0,16.0,11.0,0,0.0,1,1.0,0,0,,,0
1951,114,Kuzma,1,1,0.0,0.0,14.0,15.0,-1.0,0,0.0,1,1.0,0,0,,,0
1951,111,Trevis,1,1,0.0,0.0,20.0,29.0,-9.0,0,0.0,1,1.0,0,0,,,0
1951,110,Lesovsky,1,1,0.0,0.0,21.0,30.0,-9.0,0,0.0,1,1.0,0,0,,,0
1951,107,Watson,1,1,0.0,0.0,30.0,33.0,-3.0,0,0.0,1,1.0,0,0,,,0
1951,119,Moore,1,1,0.0,0.0,17.0,6.0,11.0,0,0.0,0,0.0,0,0,,,0
1951,155,Hall,1,1,0.0,0.0,33.0,19.0,14.0,0,0.0,1,1.0,0,0,,,0
1951,141,Simca,13,4,0.0,0.0,13.8462,13.3077,0.5385,0,0.0,10,0.7692,0,0,,,0
1951,151,ERA,2,1,0.0,0.0,11.0,9.5,1.5,0,0.0,0,0.0,0,0,,,0
1951,66,BRM,4,2,2.0,1.0,14.25,13.75,0.5,0,0.0,2,0.5,0,0,,,0
1951,126,Alta,1,1,0.0,0.0,18.0,15.0,3.0,0,0.0,1,1.0,0,0,,,0
1951,127,OSCA,1,1,0.0,0.0,18.0,9.0,9.0,0,0.0,0,0.0,0,0,,,0
1950,51,Alfa Romeo,22,6,89.0,14.8333,2.8636,6.4545,-3.5909,0,0.0,9,0.4091,12,6,,,0
1950,105,Maserati,35,7,11.0,1.5714,14.2571,13.3429,0.9143,0,0.0,21,0.6,1,0,,,0
1950,151,ERA,8,3,0.0,0.0,13.875,13.25,0.625,0,0.0,5,0.625,0,0,,,0
1950,154,Talbot-Lago,37,6,20.0,3.3333,11.1622,9.9459,1.2162,0,0.0,19,0.5135,2,0,,,0
1950,126,Alta,3,2,0.0,0.0,16.0,12.6667,3.3333,0,0.0,2,0.6667,0,0,,,0
1950,141,Simca,5,3,3.0,1.0,11.6,15.8,-4.2,0,0.0,4,0.8,0,0,,,0
1950,87,Cooper,1,1,0.0,0.0,20.0,19.0,1.0,0,0.0,1,1.0,0,0,,,0
1950,6,Ferrari,15,5,21.0,4.2,10.0667,9.4667,0.6,0,0.0,7,0.4667,4,0,,,0
1950,160,Wetteroth,1,1,0.0,0.0,28.0,24.0,4.0,0,0.0,0,0.0,0,0,,,0
1950,129,Stevens,1,1,0.0,0.0,13.0,12.0,1.0,0,0.0,0,0.0,0,0,,,0
1950,157,Langley,1,1,0.0,0.0,31.0,16.0,15.0,0,0.0,0,0.0,0,0,,,0
1950,110,Lesovsky,2,1,0.0,0.0,14.0,11.5,2.5,0,0.0,0,0.0,0,0,,,0
1950,113,Kurtis Kraft,15,1,14.0,14.0,14.2,15.8,-1.6,0,0.0,5,0.3333,1,1,,,0
1950,150,Deidt,3,1,10.0,10.0,7.0,12.0,-5.0,0,0.0,1,0.3333,2,0,,,0
1950,107,Watson,1,1,0.0,0.0,18.0,32.0,-14.0,0,0.0,1,1.0,0,0,,,0
1950,138,Nichels,1,1,0.0,0.0,19.0,9.0,10.0,0,0.0,0,0.0,0,0,,,0
1950,116,Ewing,1,1,0.0,0.0,27.0,17.0,10.0,0,0.0,0,0.0,0,0,,,0
1950,162,Snowberger,1,1,0.0,0.0,22.0,26.0,-4.0,0,0.0,1,1.0,0,0,,,0
1950,119,Moore,1,1,0.0,0.0,23.0,6.0,17.0,0,0.0,0,0.0,0,0,,,0
1950,156,Marchese,1,1,0.0,0.0,16.0,11.0,5.0,0,0.0,0,0.0,0,0,,,0
1950,158,Rae,1,1,0.0,0.0,29.0,22.0,7.0,0,0.0,0,0.0,0,0,,,0
1950,159,Olson,1,1,0.0,0.0,30.0,23.0,7.0,0,0.0,1,1.0,0,0,,,0
1950,161,Adams,2,1,0.0,0.0,17.0,27.0,-10.0,0,0.0,2,1.0,0,0,,,0
1950,163,Milano,1,1,0.0,0.0,23.0,27.0,-4.0,0,0.0,1,1.0,0,0,,,0
2011,1,McLaren,38,19,497.0,26.1579,4.0263,5.8421,-1.8158,37,0.9737,5,0.1316,18,6,2,497,1
2011,4,Renault,38,19,73.0,3.8421,11.5526,12.6579,-1.1053,14,0.3684,7,0.1842,2,0,5,73,0
2011,131,Mercedes,38,19,165.0,8.6842,8.9211,10.4211,-1.5,26,0.6842,7,0.1842,0,0,4,165,0
2011,6,Ferrari,38,19,375.0,19.7368,5.1842,6.5526,-1.3684,37,0.9737,4,0.1053,10,1,3,375,0
2011,205,Lotus,38,19,0.0,0.0,18.6842,17.8158,0.8684,0,0.0,9,0.2368,0,0,10,0,0
2011,166,Virgin,38,19,0.0,0.0,21.3158,18.9474,2.3684,0,0.0,8,0.2105,0,0,12,0,0
2011,10,Force India,38,19,69.0,3.6316,11.6316,11.3158,0.3158,6,0.1579,4,0.1053,0,0,6,69,0
2011,9,Red Bull,38,19,650.0,34.2105,2.5263,3.4737,-0.9474,37,0.9737,2,0.0526,27,12,1,650,0
2011,3,Williams,38,19,5.0,0.2632,14.7105,15.6053,-0.8947,3,0.0789,10,0.2632,0,0,9,5,0
2011,164,HRT,38,19,0.0,0.0,21.3421,20.1053,1.2368,0,0.0,8,0.2105,0,0,11,0,0
2011,5,Toro Rosso,38,19,41.0,2.1579,14.6053,13.8158,0.7895,4,0.1053,9,0.2368,0,0,8,41,0
2011,15,Sauber,38,19,44.0,2.3158,13.6316,13.4474,0.1842,4,0.1053,9,0.2368,0,0,7,44,0
2012,1,McLaren,40,20,378.0,18.9,5.375,9.075,-3.7,35,0.875,10,0.25,13,7,3,378,1
2012,131,Mercedes,40,20,142.0,7.1,9.525,12.575,-3.05,22,0.55,10,0.25,3,1,5,142,0
2012,6,Ferrari,40,20,400.0,20.0,7.975,6.825,1.15,27,0.675,3,0.075,15,3,2,400,0
2012,207,Caterham,40,20,0.0,0.0,18.7,16.75,1.95,0,0.0,4,0.1,0,0,10,0,0
2012,208,Lotus F1,40,20,303.0,15.15,7.775,9.15,-1.375,30,0.75,7,0.175,10,1,4,303,0
2012,206,Marussia,40,20,0.0,0.0,20.35,18.05,2.3,0,0.0,7,0.175,0,0,11,0,0
2012,9,Red Bull,40,20,460.0,23.0,5.45,6.475,-1.025,32,0.8,5,0.125,14,7,1,460,0
2012,164,HRT,40,20,0.0,0.0,21.35,20.475,0.875,0,0.0,13,0.325,0,0,12,0,0
2012,15,Sauber,40,20,126.0,6.3,11.9,12.55,-0.65,12,0.3,10,0.25,4,0,6,126,0
2012,10,Force India,40,20,109.0,5.45,11.45,11.075,0.375,14,0.35,5,0.125,0,0,7,109,0
2012,3,Williams,40,20,76.0,3.8,12.55,13.675,-1.125,14,0.35,12,0.3,1,1,8,76,0
2012,5,Toro Rosso,40,20,26.0,1.3,15.825,13.325,2.5,1,0.025,5,0.125,0,0,9,26,0
2013,131,Mercedes,38,19,360.0,18.9474,3.8684,6.6842,-2.8158,35,0.9211,4,0.1053,9,3,2,360,0
2013,6,Ferrari,38,19,354.0,18.6316,6.9737,6.8684,0.1053,33,0.8684,3,0.0789,10,2,3,354,0
2013,208,Lotus F1,38,19,315.0,16.5789,8.2895,8.5263,-0.2368,29,0.7632,7,0.1842,14,1,4,315,0
2013,10,Force India,38,19,77.0,4.0526,12.7895,12.9474,-0.1579,10,0.2632,11,0.2895,0,0,6,77,0
2013,9,Red Bull,38,19,596.0,31.3684,3.7368,4.8158,-1.0789,35,0.9211,5,0.1316,24,13,1,596,0
2013,1,McLaren,38,19,122.0,6.4211,10.7368,9.6316,1.1053,17,0.4474,3,0.0789,0,0,5,122,1
2013,15,Sauber,38,19,57.0,3.0,12.9737,12.7105,0.2632,9,0.2368,6,0.1579,0,0,7,57,0
2013,3,Williams,38,19,5.0,0.2632,15.4737,14.5263,0.9474,2,0.0526,5,0.1316,0,0,9,5,0
2013,5,Toro Rosso,38,19,33.0,1.7368,11.9474,14.0,-2.0526,13,0.3421,9,0.2368,0,0,8,33,0
2013,207,Caterham,38,19,0.0,0.0,19.6053,17.8947,1.7105,0,0.0,8,0.2105,0,0,11,0,0
2013,206,Marussia,38,19,0.0,0.0,20.1053,17.8947,2.2105,0,0.0,3,0.0789,0,0,10,0,0
2014,131,Mercedes,38,19,701.0,36.8947,2.9474,4.2105,-1.2632,35,0.9211,5,0.1316,31,16,1,701,0
2014,6,Ferrari,38,19,216.0,11.3684,7.9474,8.4737,-0.5263,31,0.8158,3,0.0789,2,0,4,216,0
2014,3,Williams,38,19,320.0,16.8421,6.8421,7.8158,-0.9737,31,0.8158,5,0.1316,9,0,3,320,0
2014,15,Sauber,38,19,0.0,0.0,15.1842,16.2105,-1.0263,1,0.0263,15,0.3947,0,0,10,0,0
2014,1,McLaren,38,19,181.0,9.5263,8.6316,8.9474,-0.3158,27,0.7105,3,0.0789,2,0,5,181,1
2014,9,Red Bull,38,19,405.0,21.3158,7.0263,6.7368,0.2895,30,0.7895,6,0.1579,12,3,2,405,0
2014,208,Lotus F1,38,19,10.0,0.5263,16.3158,15.1579,1.1579,2,0.0526,12,0.3158,0,0,8,10,0
2014,207,Caterham,34,17,0.0,0.0,19.4412,17.8235,1.6176,0,0.0,13,0.3824,0,0,11,0,0
2014,10,Force India,38,19,155.0,8.1579,11.5,9.9737,1.5263,11,0.2895,7,0.1842,1,0,6,155,0
2014,5,Toro Rosso,38,19,30.0,1.5789,11.4474,13.2895,-1.8421,16,0.4211,10,0.2632,0,0,7,30,0
2014,206,Marussia,31,16,2.0,0.125,18.6774,16.8065,1.871,0,0.0,7,0.2258,0,0,9,2,0
2015,131,Mercedes,38,19,703.0,37.0,1.8158,3.2105,-1.3947,36,0.9474,2,0.0526,32,16,1,703,0
2015,6,Ferrari,38,19,428.0,22.5263,6.3947,6.0263,0.3684,30,0.7895,7,0.1842,16,3,2,428,0
2015,3,Williams,38,19,257.0,13.5263,6.7368,8.5,-1.7632,32,0.8421,7,0.1842,4,0,3,257,0
2015,1,McLaren,38,19,27.0,1.4211,15.8421,14.4737,1.3684,0,0.0,14,0.3684,0,0,9,27,1
2015,208,Lotus F1,38,19,78.0,4.1053,11.0526,12.5263,-1.4737,15,0.3947,16,0.4211,1,0,6,78,0
2015,10,Force India,38,19,136.0,7.1579,10.0789,10.5263,-0.4474,16,0.4211,7,0.1842,1,0,5,136,0
2015,9,Red Bull,38,19,187.0,9.8421,8.8947,9.0,-0.1053,27,0.7105,6,0.1579,3,0,4,187,0
2015,15,Sauber,38,19,36.0,1.8947,13.9474,12.5526,1.3947,5,0.1316,6,0.1579,0,0,8,36,0
2015,5,Toro Rosso,38,19,67.0,3.5263,11.3421,11.8947,-0.5526,16,0.4211,12,0.3158,0,0,7,67,0
2015,209,Manor Marussia,36,18,0.0,0.0,17.4444,16.1111,1.3333,0,0.0,4,0.1111,0,0,10,0,0
