year,constructor_ID,constructor_name,entries,races,points,points_per_race,avg_starting_position,avg_finish_position,avg_position_change,q3_starts,q3_rate,issues,issue_rate,podiums,wins,final_constructor_position,final_constructor_points,is_mclaren
2016,131,Mercedes,42,21,765.0,36.4286,2.9762,3.4762,-0.5,39,0.9286,3,0.0714,33,19,1,765,0
2016,1,McLaren,42,21,76.0,3.619,12.5714,12.7143,-0.1429,12,0.2857,10,0.2381,0,0,6,76,1
2016,6,Ferrari,42,21,398.0,18.9524,5.6905,7.4048,-1.7143,40,0.9524,8,0.1905,11,0,3,398,0
2016,3,Williams,42,21,138.0,6.5714,9.0714,10.5238,-1.4524,26,0.619,6,0.1429,1,0,5,138,0
2016,210,Haas F1 Team,42,21,29.0,1.381,14.0,14.4524,-0.4524,4,0.0952,10,0.2381,0,0,8,29,0
2016,10,Force India,42,21,173.0,8.2381,9.0714,9.9524,-0.881,29,0.6905,6,0.1429,2,0,4,173,0
2016,9,Red Bull,42,21,468.0,22.2857,4.8095,5.7381,-0.9286,39,0.9286,3,0.0714,16,2,2,468,0
2016,4,Renault,42,21,8.0,0.381,17.1905,15.5238,1.6667,0,0.0,11,0.2619,0,0,9,8,0
2016,15,Sauber,42,21,2.0,0.0952,18.1667,15.9286,2.2381,0,0.0,9,0.2143,0,0,10,2,0
2016,5,Toro Rosso,42,21,63.0,3.0,12.0238,13.1667,-1.1429,15,0.3571,10,0.2381,0,0,7,63,0
2016,209,Manor Marussia,42,21,1.0,0.0476,19.1429,17.619,1.5238,0,0.0,8,0.1905,0,0,11,1,0
2017,131,Mercedes,40,20,668.0,33.4,3.475,3.175,0.3,38,0.95,1,0.025,26,12,1,668,0
2017,1,McLaren,40,20,30.0,1.5,13.85,13.85,0.0,13,0.325,18,0.45,0,0,9,30,1
2017,6,Ferrari,40,20,522.0,26.1,3.45,5.475,-2.025,39,0.975,6,0.15,20,5,2,522,0
2017,3,Williams,40,20,83.0,4.15,12.425,11.5,0.925,14,0.35,8,0.2,1,0,5,83,0
2017,210,Haas F1 Team,40,20,47.0,2.35,13.7,12.55,1.15,5,0.125,8,0.2,0,0,8,47,0
2017,4,Renault,40,20,57.0,2.85,11.75,13.25,-1.5,16,0.4,14,0.35,0,0,6,57,0
2017,10,Force India,40,20,187.0,9.35,9.175,8.35,0.825,28,0.7,3,0.075,0,0,4,187,0
2017,9,Red Bull,40,20,368.0,18.4,6.55,8.65,-2.1,37,0.925,13,0.325,13,3,3,368,0
2017,5,Toro Rosso,40,20,53.0,2.65,13.525,13.1,0.425,7,0.175,13,0.325,0,0,7,53,0
2017,15,Sauber,40,20,5.0,0.25,16.675,15.1,1.575,0,0.0,11,0.275,0,0,10,5,0
2018,131,Mercedes,42,21,655.0,31.1905,3.4286,3.8571,-0.4286,39,0.9286,3,0.0714,25,11,1,655,0
2018,1,McLaren,42,21,62.0,2.9524,14.4048,12.7619,1.6429,2,0.0476,11,0.2619,0,0,6,62,1
2018,6,Ferrari,42,21,571.0,27.1905,3.3095,4.9286,-1.619,42,1.0,5,0.119,24,6,2,571,0
2018,210,Haas F1 Team,42,21,93.0,4.4286,10.2143,11.9762,-1.7619,25,0.5952,9,0.2143,0,0,5,93,0
2018,4,Renault,42,21,122.0,5.8095,10.6429,11.0714,-0.4286,24,0.5714,9,0.2143,0,0,4,122,0
2018,10,Force India,42,21,111.0,5.2857,10.6905,11.1905,-0.5,22,0.5238,8,0.1905,1,0,7,52,0
2018,9,Red Bull,42,21,419.0,19.9524,7.619,7.6429,-0.0238,33,0.7857,12,0.2857,13,4,3,419,0
2018,15,Sauber,42,21,48.0,2.2857,13.8333,12.7857,1.0476,11,0.2619,10,0.2381,0,0,8,48,0
2018,3,Williams,42,21,7.0,0.3333,16.3333,14.9048,1.4286,1,0.0238,6,0.1429,0,0,10,7,0
2018,5,Toro Rosso,42,21,33.0,1.5714,14.0476,13.881,0.1667,8,0.1905,12,0.2857,0,0,9,33,0
2019,131,Mercedes,42,21,739.0,35.1905,3.0238,3.2381,-0.2143,42,1.0,2,0.0476,32,15,1,739,0
2019,51,Alfa Romeo,42,21,57.0,2.7143,12.1667,12.7381,-0.5714,10,0.2381,4,0.0952,0,0,8,57,0
2019,3,Williams,42,21,1.0,0.0476,16.3571,16.4048,-0.0476,0,0.0,4,0.0952,0,0,10,1,0
2019,6,Ferrari,42,21,504.0,24.0,4.2619,6.0,-1.7381,37,0.881,6,0.1429,19,3,2,504,0
2019,210,Haas F1 Team,42,21,28.0,1.3333,11.2619,14.4048,-3.1429,15,0.3571,10,0.2381,0,0,9,28,0
2019,4,Renault,42,21,91.0,4.3333,10.5238,11.9762,-1.4524,20,0.4762,10,0.2381,0,0,5,91,0
2019,211,Racing Point,42,21,73.0,3.4762,13.7619,11.7857,1.9762,4,0.0952,5,0.119,0,0,7,73,0
2019,5,Toro Rosso,42,21,85.0,4.0476,12.381,11.5,0.881,10,0.2381,5,0.119,2,0,6,85,0
2019,9,Red Bull,42,21,417.0,19.8571,5.8095,6.2619,-0.4524,34,0.8095,4,0.0952,9,3,3,417,0
2019,1,McLaren,42,21,145.0,6.9048,9.8095,10.6905,-0.881,27,0.6429,10,0.2381,1,0,4,145,1
2020,131,Mercedes,34,17,573.0,33.7059,2.0882,3.7353,-1.6471,34,1.0,1,0.0294,25,13,1,573,0
2020,51,Alfa Romeo,34,17,8.0,0.4706,16.5588,13.8529,2.7059,2,0.0588,4,0.1176,0,0,8,8,0
2020,6,Ferrari,34,17,131.0,7.7059,10.2647,10.7059,-0.4412,14,0.4118,6,0.1765,3,0,6,131,0
2020,210,Haas F1 Team,34,17,3.0,0.1765,15.2059,15.7941,-0.5882,0,0.0,10,0.2941,0,0,9,3,0
2020,211,Racing Point,34,17,210.0,12.3529,8.2941,9.2059,-0.9118,24,0.7059,8,0.2353,4,1,4,195,0
2020,4,Renault,34,17,181.0,10.6471,8.8235,8.9412,-0.1176,20,0.5882,5,0.1471,3,0,5,181,0
2020,213,AlphaTauri,34,17,107.0,6.2941,11.2353,10.7059,0.5294,14,0.4118,5,0.1471,1,1,7,107,0
2020,9,Red Bull,34,17,319.0,18.7647,5.2059,7.7059,-2.5,31,0.9118,7,0.2059,13,2,2,319,0
2020,1,McLaren,34,17,202.0,11.8824,8.5588,8.6176,-0.0588,28,0.8235,4,0.1176,2,0,3,202,1
2020,3,Williams,34,17,0.0,0.0,16.0588,15.7353,0.3235,0,0.0,7,0.2059,0,0,10,0,0
2021,131,Mercedes,44,22,605.0,27.5,4.3409,5.4091,-1.0682,44,1.0,5,0.1136,28,9,1,614,0
2021,214,Alpine F1 Team,44,22,155.0,7.0455,10.5909,10.25,0.3409,21,0.4773,5,0.1136,2,1,5,155,0
2021,51,Alfa Romeo,44,22,13.0,0.5909,13.25,13.2045,0.0455,4,0.0909,3,0.0682,0,0,9,13,0
2021,117,Aston Martin,44,22,77.0,3.5,12.1364,12.0,0.1364,12,0.2727,8,0.1818,1,0,7,77,0
2021,9,Red Bull,44,22,578.0,26.2727,3.6364,5.8409,-2.2045,40,0.9091,6,0.1364,23,11,2,586,0
2021,1,McLaren,44,22,274.0,12.4545,8.2727,7.7955,0.4773,33,0.75,2,0.0455,5,1,4,275,1
2021,6,Ferrari,44,22,322.0,14.6364,7.1818,7.1136,0.0682,33,0.75,2,0.0455,5,0,3,324,0
2021,213,AlphaTauri,44,22,142.0,6.4545,8.9318,11.2727,-2.3409,27,0.6136,8,0.1818,1,0,6,142,0
2021,3,Williams,44,22,23.0,1.0455,14.1136,14.7273,-0.6136,4,0.0909,11,0.25,1,0,8,23,0
2021,210,Haas F1 Team,44,22,0.0,0.0,18.0227,17.3864,0.6364,0,0.0,9,0.2045,0,0,10,0,0
2022,131,Mercedes,44,22,495.0,22.5,5.9773,5.5227,0.4545,39,0.8864,3,0.0682,17,1,3,515,0
2022,214,Alpine F1 Team,44,22,170.0,7.7273,10.0682,9.8636,0.2045,27,0.6136,8,0.1818,0,0,4,173,0
2022,117,Aston Martin,44,22,55.0,2.5,13.6136,11.8864,1.7273,7,0.1591,6,0.1364,0,0,7,55,0
2022,9,Red Bull,44,22,724.0,32.9091,4.1136,4.4545,-0.3409,41,0.9318,5,0.1136,28,17,1,759,0
2022,1,McLaren,44,22,150.0,6.8182,9.7273,10.6364,-0.9091,23,0.5227,5,0.1136,1,0,5,159,1
2022,51,Alfa Romeo,44,22,53.0,2.4091,11.9091,13.2045,-1.2955,10,0.2273,11,0.25,0,0,6,55,0
2022,210,Haas F1 Team,44,22,33.0,1.5,13.0455,14.2727,-1.2273,12,0.2727,8,0.1818,0,0,8,37,0
2022,6,Ferrari,44,22,519.0,23.5909,4.3182,6.6818,-2.3636,40,0.9091,9,0.2045,20,4,2,554,0
2022,213,AlphaTauri,44,22,35.0,1.5909,11.5,13.5227,-2.0227,11,0.25,9,0.2045,0,0,9,35,0
2022,3,Williams,44,22,8.0,0.3636,16.3864,14.9545,1.4318,2,0.0455,10,0.2273,0,0,10,8,0
2023,131,Mercedes,44,22,374.0,17.0,6.2727,7.1364,-0.8636,36,0.8182,6,0.1364,8,0,2,409,0
2023,117,Aston Martin,44,22,266.0,12.0909,8.0682,8.9091,-0.8409,28,0.6364,7,0.1591,8,0,5,280,0
2023,210,Haas F1 Team,44,22,9.0,0.4091,11.1136,15.0682,-3.9545,10,0.2273,7,0.1591,0,0,10,12,0
2023,9,Red Bull,44,22,790.0,35.9091,5.3182,3.5682,1.75,32,0.7273,2,0.0455,30,21,1,860,0
2023,51,Alfa Romeo,44,22,16.0,0.7273,13.8864,14.0,-0.1136,6,0.1364,6,0.1364,0,0,9,16,0
2023,6,Ferrari,44,22,363.0,16.5,5.3182,7.8636,-2.5455,39,0.8864,8,0.1818,9,1,3,406,0
2023,214,Alpine F1 Team,44,22,110.0,5.0,10.7727,11.2727,-0.5,20,0.4545,10,0.2273,2,0,6,120,0
2023,1,McLaren,44,22,266.0,12.0909,8.7955,9.4545,-0.6591,29,0.6591,4,0.0909,9,0,4,302,1
2023,3,Williams,44,22,26.0,1.1818,13.9318,14.1136,-0.1818,8,0.1818,11,0.25,0,0,7,28,0
2023,213,AlphaTauri,44,22,22.0,1.0,13.9773,13.6136,0.3636,6,0.1364,5,0.1136,0,0,8,25,0
2024,131,Mercedes,48,24,433.0,18.0417,6.8333,6.8542,-0.0208,41,0.8542,5,0.1042,9,4,4,468,0
2024,117,Aston Martin,48,24,94.0,3.9167,11.0417,11.7708,-0.7292,22,0.4583,5,0.1042,0,0,5,94,0
2024,210,Haas F1 Team,48,24,51.0,2.125,12.7292,12.3958,0.3333,14,0.2917,5,0.1042,0,0,7,58,0
2024,9,Red Bull,48,24,537.0,22.375,6.0417,6.625,-0.5833,37,0.7708,6,0.125,18,9,3,589,0
2024,215,RB F1 Team,48,24,40.0,1.6667,12.1042,13.2917,-1.1875,15,0.3125,7,0.1458,0,0,8,46,0
2024,15,Sauber,48,24,4.0,0.1667,15.5,15.6667,-0.1667,2,0.0417,4,0.0833,0,0,10,4,0
2024,6,Ferrari,48,24,595.0,24.7917,5.25,5.1458,0.1042,39,0.8125,4,0.0833,22,5,2,652,0
2024,214,Alpine F1 Team,48,24,63.0,2.625,12.5208,13.3125,-0.7917,11,0.2292,6,0.125,2,0,6,65,0
2024,1,McLaren,48,24,609.0,25.375,4.3958,4.7083,-0.3125,45,0.9375,0,0.0,21,6,1,666,1
2024,3,Williams,47,24,17.0,0.7083,13.8936,15.1277,-1.234,8,0.1702,12,0.2553,0,0,9,17,0
2025,6,Ferrari,48,24,360.0,15.0,7.1304,7.625,-0.3913,37,0.7708,6,0.125,7,0,4,398,0
2025,117,Aston Martin,47,24,80.0,3.3333,12.8667,12.766,0.0667,15,0.3191,7,0.1489,0,0,7,89,0
2025,15,Sauber,48,24,70.0,2.9167,14.4348,13.5208,1.0435,6,0.125,9,0.1875,1,0,9,70,0
2025,9,Red Bull,48,24,410.0,17.0833,8.6522,8.1042,0.4348,29,0.6042,3,0.0625,15,8,3,451,0
2025,3,Williams,48,24,124.0,5.1667,12.0217,11.6042,0.2174,19,0.3958,9,0.1875,2,0,5,137,0
2025,210,Haas F1 Team,48,24,73.0,3.0417,14.6087,12.1458,2.6739,9,0.1875,4,0.0833,0,0,8,79,0
2025,214,Alpine F1 Team,48,24,20.0,0.8333,14.8043,15.3542,-0.5652,10,0.2083,6,0.125,0,0,10,22,0
2025,1,McLaren,48,24,775.0,32.2917,3.0435,4.2292,-1.2391,45,0.9375,5,0.1042,34,14,1,833,1
2025,131,Mercedes,48,24,424.0,17.6667,6.6522,7.1875,-0.6087,39,0.8125,4,0.0833,12,2,2,469,0
2025,215,RB F1 Team,48,24,88.0,3.6667,10.6304,12.3125,-1.6304,26,0.5417,7,0.1458,1,0,6,92,0
2026,6,Ferrari,6,3,77.0,25.6667,4.6667,3.8333,0.8333,6,1.0,0,0.0,3,0,2,90,0
2026,117,Aston Martin,6,3,0.0,0.0,20.0,18.1667,1.8333,0,0.0,4,0.6667,0,0,11,0,0
2026,217,Audi,6,3,2.0,0.6667,11.6667,14.5,-2.8333,1,0.1667,2,0.3333,0,0,8,2,0
2026,216,Cadillac,6,3,0.0,0.0,19.3333,16.5,2.8333,0,0.0,1,0.1667,0,0,10,0,0
2026,9,Red Bull,6,3,16.0,5.3333,9.8333,11.6667,-1.8333,4,0.6667,2,0.3333,0,0,6,16,0
2026,3,Williams,6,3,2.0,0.6667,18.0,15.5,2.5,0,0.0,1,0.1667,0,0,9,2,0
2026,210,Haas F1 Team,6,3,17.0,5.6667,13.0,11.5,1.5,1,0.1667,1,0.1667,0,0,4,18,0
2026,214,Alpine F1 Team,6,3,16.0,5.3333,11.8333,10.5,1.3333,2,0.3333,0,0.0,0,0,5,16,0
2026,1,McLaren,6,3,38.0,12.6667,5.0,12.0,-7.0,6,1.0,3,0.5,1,0,3,46,1
2026,131,Mercedes,6,3,123.0,41.0,1.5,1.8333,-0.3333,6,1.0,0,0.0,5,3,1,135,0
2026,215,RB F1 Team,6,3,12.0,4.0,11.6667,10.5,1.1667,3,0.5,0,0.0,0,0,7,14,0
