race_ID,constructor_ID,year,round,circuit_name,constructor_name,entries,points,avg_starting_position,avg_finish_position,avg_position_change,q3_starts,q3_rate,issues,issue_rate,podiums,wins,is_miami,is_mclaren,is_2026_current_form
251,28,1995,12,Italian Grand Prix,Forti,2,0.0,22.5,16.5,6.0,0,0.0,1,0.5,0,0,0,0,0
251,18,1995,12,Italian Grand Prix,Minardi,2,0.0,18.5,18.5,0.0,0,0.0,2,1.0,0,0,0,0,0
251,30,1995,12,Italian Grand Prix,Pacific,2,0.0,22.5,22.0,0.5,0,0.0,2,1.0,0,0,0,0,0
251,29,1995,12,Italian Grand Prix,Footwork,2,0.0,17.5,7.5,10.0,0,0.0,0,0.0,0,0,0,0,0
252,3,1995,13,Portuguese Grand Prix,Williams,2,14.0,1.5,2.0,-0.5,0,0.0,0,0.0,2,1,0,0,0
252,17,1995,13,Portuguese Grand Prix,Jordan,2,0.0,9.0,10.5,-1.5,0,0.0,0,0.0,0,0,0,0,0
252,22,1995,13,Portuguese Grand Prix,Benetton,2,6.0,4.5,4.5,0.0,0,0.0,0,0.0,1,0,0,0,0
252,27,1995,13,Portuguese Grand Prix,Ligier,2,0.0,10.0,14.5,-4.5,0,0.0,1,0.5,0,0,0,0,0
252,15,1995,13,Portuguese Grand Prix,Sauber,2,1.0,9.5,9.0,0.5,0,0.0,0,0.0,0,0,0,0,0
252,6,1995,13,Portuguese Grand Prix,Ferrari,2,5.0,5.5,4.5,1.0,0,0.0,0,0.0,0,0,0,0,0
252,1,1995,13,Portuguese Grand Prix,McLaren,2,0.0,12.5,14.0,-1.5,0,0.0,1,0.5,0,0,0,1,0
252,25,1995,13,Portuguese Grand Prix,Tyrrell,2,0.0,15.5,18.0,-2.5,0,0.0,1,0.5,0,0,0,0,0
252,28,1995,13,Portuguese Grand Prix,Forti,2,0.0,22.5,16.5,6.0,0,0.0,0,0.0,0,0,0,0,0
252,18,1995,13,Portuguese Grand Prix,Minardi,2,0.0,17.5,18.0,-0.5,0,0.0,1,0.5,0,0,0,0,0
252,30,1995,13,Portuguese Grand Prix,Pacific,2,0.0,22.5,19.0,3.5,0,0.0,2,1.0,0,0,0,0,0
252,29,1995,13,Portuguese Grand Prix,Footwork,2,0.0,19.5,19.5,0.0,0,0.0,1,0.5,0,0,0,0,0
253,3,1995,14,European Grand Prix,Williams,2,4.0,1.5,9.5,-8.0,0,0.0,1,0.5,1,0,0,0,0
253,17,1995,14,European Grand Prix,Jordan,2,4.0,8.0,5.0,3.0,0,0.0,0,0.0,0,0,0,0,0
253,22,1995,14,European Grand Prix,Benetton,2,12.0,5.0,3.0,2.0,0,0.0,0,0.0,1,1,0,0,0
253,27,1995,14,European Grand Prix,Ligier,2,0.0,13.0,14.5,-1.5,0,0.0,1,0.5,0,0,0,0,0
253,15,1995,14,European Grand Prix,Sauber,2,0.0,10.5,19.5,-9.0,0,0.0,2,1.0,0,0,0,0,0
253,6,1995,14,European Grand Prix,Ferrari,2,6.0,5.0,10.5,-5.5,0,0.0,1,0.5,1,0,0,0,0
253,1,1995,14,European Grand Prix,McLaren,2,0.0,9.5,15.5,-6.0,0,0.0,1,0.5,0,0,0,1,0
253,25,1995,14,European Grand Prix,Tyrrell,2,0.0,17.0,12.0,5.0,0,0.0,0,0.0,0,0,0,0,0
253,28,1995,14,European Grand Prix,Forti,2,0.0,22.5,16.5,6.0,0,0.0,1,0.5,0,0,0,0,0
253,18,1995,14,European Grand Prix,Minardi,2,0.0,17.0,10.0,7.0,0,0.0,0,0.0,0,0,0,0,0
253,30,1995,14,European Grand Prix,Pacific,2,0.0,22.0,16.0,6.0,0,0.0,1,0.5,0,0,0,0,0
253,29,1995,14,European Grand Prix,Footwork,2,0.0,19.0,18.0,1.0,0,0.0,1,0.5,0,0,0,0,0
254,3,1995,15,Pacific Grand Prix,Williams,2,10.0,1.5,2.5,-1.0,0,0.0,0,0.0,2,0,0,0,0
254,17,1995,15,Pacific Grand Prix,Jordan,2,0.0,8.5,14.5,-6.0,0,0.0,1,0.5,0,0,0,0,0
254,22,1995,15,Pacific Grand Prix,Benetton,2,11.0,5.0,3.5,1.5,0,0.0,0,0.0,1,1,0,0,0
254,27,1995,15,Pacific Grand Prix,Ligier,2,0.0,11.0,15.0,-4.0,0,0.0,1,0.5,0,0,0,0,0
254,15,1995,15,Pacific Grand Prix,Sauber,2,0.0,11.5,15.0,-3.5,0,0.0,1,0.5,0,0,0,0,0
254,6,1995,15,Pacific Grand Prix,Ferrari,2,5.0,4.5,4.5,0.0,0,0.0,0,0.0,0,0,0,0,0
254,25,1995,15,Pacific Grand Prix,Tyrrell,2,0.0,17.5,13.0,4.5,0,0.0,0,0.0,0,0,0,0,0
254,28,1995,15,Pacific Grand Prix,Forti,2,0.0,21.5,16.5,5.0,0,0.0,0,0.0,0,0,0,0,0
254,18,1995,15,Pacific Grand Prix,Minardi,2,0.0,15.0,14.0,1.0,0,0.0,0,0.0,0,0,0,0,0
254,1,1995,15,Pacific Grand Prix,McLaren,2,0.0,11.0,9.5,1.5,0,0.0,0,0.0,0,0,0,1,0
254,29,1995,15,Pacific Grand Prix,Footwork,2,0.0,19.5,19.5,0.0,0,0.0,2,1.0,0,0,0,0,0
254,30,1995,15,Pacific Grand Prix,Pacific,2,0.0,23.5,22.5,1.0,0,0.0,2,1.0,0,0,0,0,0
255,3,1995,16,Japanese Grand Prix,Williams,2,0.0,5.0,13.5,-8.5,0,0.0,2,1.0,0,0,0,0,0
255,17,1995,16,Japanese Grand Prix,Jordan,2,3.0,8.5,11.5,-3.0,0,0.0,1,0.5,0,0,0,0,0
255,22,1995,16,Japanese Grand Prix,Benetton,2,14.0,5.0,2.0,3.0,0,0.0,0,0.0,2,1,0,0,0
255,27,1995,16,Japanese Grand Prix,Ligier,2,2.0,5.5,14.5,-9.0,0,0.0,1,0.5,0,0,0,0,0
255,15,1995,16,Japanese Grand Prix,Sauber,2,0.0,11.5,9.0,2.5,0,0.0,0,0.0,0,0,0,0,0
255,6,1995,16,Japanese Grand Prix,Ferrari,2,0.0,3.5,17.0,-13.5,0,0.0,2,1.0,0,0,0,0,0
255,1,1995,16,Japanese Grand Prix,McLaren,2,6.0,13.0,4.5,8.5,0,0.0,0,0.0,1,0,0,1,0
255,25,1995,16,Japanese Grand Prix,Tyrrell,2,1.0,12.5,13.0,-0.5,0,0.0,1,0.5,0,0,0,0,0
255,28,1995,16,Japanese Grand Prix,Forti,2,0.0,20.5,18.5,2.0,0,0.0,2,1.0,0,0,0,0,0
255,18,1995,16,Japanese Grand Prix,Minardi,2,0.0,16.5,10.0,6.5,0,0.0,0,0.0,0,0,0,0,0
255,29,1995,16,Japanese Grand Prix,Footwork,2,0.0,16.0,17.5,-1.5,0,0.0,1,0.5,0,0,0,0,0
255,30,1995,16,Japanese Grand Prix,Pacific,2,0.0,20.5,19.0,1.5,0,0.0,2,1.0,0,0,0,0,0
256,3,1995,17,Australian Grand Prix,Williams,2,10.0,1.5,10.0,-8.5,0,0.0,1,0.5,1,1,0,0,0
256,17,1995,17,Australian Grand Prix,Jordan,2,0.0,8.0,14.5,-6.5,0,0.0,2,1.0,0,0,0,0,0
256,22,1995,17,Australian Grand Prix,Benetton,2,0.0,5.5,12.5,-7.0,0,0.0,2,1.0,0,0,0,0,0
256,27,1995,17,Australian Grand Prix,Ligier,2,6.0,11.5,8.0,3.5,0,0.0,1,0.5,1,0,0,0,0
256,15,1995,17,Australian Grand Prix,Sauber,2,0.0,12.0,16.5,-4.5,0,0.0,2,1.0,0,0,0,0,0
256,6,1995,17,Australian Grand Prix,Ferrari,2,0.0,4.5,14.5,-10.0,0,0.0,2,1.0,0,0,0,0,0
256,1,1995,17,Australian Grand Prix,McLaren,2,3.0,17.0,14.0,3.0,0,0.0,1,0.5,0,0,0,1,0
256,25,1995,17,Australian Grand Prix,Tyrrell,2,2.0,15.0,7.0,8.0,0,0.0,1,0.5,0,0,0,0,0
256,28,1995,17,Australian Grand Prix,Forti,2,0.0,20.5,12.0,8.5,0,0.0,1,0.5,0,0,0,0,0
256,18,1995,17,Australian Grand Prix,Minardi,2,1.0,16.0,14.5,1.5,0,0.0,1,0.5,0,0,0,0,0
256,29,1995,17,Australian Grand Prix,Footwork,2,4.0,16.0,11.5,4.5,0,0.0,1,0.5,1,0,0,0,0
256,30,1995,17,Australian Grand Prix,Pacific,2,0.0,22.5,15.0,7.5,0,0.0,1,0.5,0,0,0,0,0
257,17,1994,1,Brazilian Grand Prix,Jordan,2,3.0,15.0,9.5,5.5,0,0.0,1,0.5,0,0,0,0,0
257,22,1994,1,Brazilian Grand Prix,Benetton,2,10.0,5.5,8.5,-3.0,0,0.0,1,0.5,1,1,0,0,0
257,27,1994,1,Brazilian Grand Prix,Ligier,2,0.0,19.5,14.0,5.5,0,0.0,1,0.5,0,0,0,0,0
257,15,1994,1,Brazilian Grand Prix,Sauber,2,1.0,6.0,13.0,-7.0,0,0.0,1,0.5,0,0,0,0,0
257,6,1994,1,Brazilian Grand Prix,Ferrari,2,4.0,10.0,13.5,-3.5,0,0.0,1,0.5,1,0,0,0,0
257,1,1994,1,Brazilian Grand Prix,McLaren,2,0.0,13.0,17.5,-4.5,0,0.0,2,1.0,0,0,0,1,0
257,32,1994,1,Brazilian Grand Prix,Team Lotus,2,0.0,22.5,8.5,14.0,0,0.0,0,0.0,0,0,0,0,0
257,3,1994,1,Brazilian Grand Prix,Williams,2,6.0,2.5,7.5,-5.0,0,0.0,1,0.5,1,0,0,0,0
257,25,1994,1,Brazilian Grand Prix,Tyrrell,2,2.0,11.0,11.5,-0.5,0,0.0,1,0.5,0,0,0,0,0
257,29,1994,1,Brazilian Grand Prix,Footwork,2,0.0,8.5,21.0,-12.5,0,0.0,2,1.0,0,0,0,0,0
257,30,1994,1,Brazilian Grand Prix,Pacific,2,0.0,26.5,27.0,-0.5,0,0.0,2,1.0,0,0,0,0,0
257,18,1994,1,Brazilian Grand Prix,Minardi,2,0.0,18.5,15.0,3.5,0,0.0,1,0.5,0,0,0,0,0
257,33,1994,1,Brazilian Grand Prix,Larrousse,2,0.0,18.0,17.0,1.0,0,0.0,1,0.5,0,0,0,0,0
257,31,1994,1,Brazilian Grand Prix,Simtek,2,0.0,26.5,19.5,7.0,0,0.0,1,0.5,0,0,0,0,0
258,17,1994,2,Pacific Grand Prix,Jordan,2,4.0,14.0,11.0,3.0,0,0.0,1,0.5,1,0,0,0,0
258,22,1994,2,Pacific Grand Prix,Benetton,2,10.0,6.0,9.0,-3.0,0,0.0,1,0.5,1,1,0,0,0
258,27,1994,2,Pacific Grand Prix,Ligier,2,0.0,20.0,9.5,10.5,0,0.0,0,0.0,0,0,0,0,0
258,15,1994,2,Pacific Grand Prix,Sauber,2,2.0,15.0,9.0,6.0,0,0.0,1,0.5,0,0,0,0,0
258,1,1994,2,Pacific Grand Prix,McLaren,2,0.0,5.0,18.0,-13.0,0,0.0,2,1.0,0,0,0,1,0
258,32,1994,2,Pacific Grand Prix,Team Lotus,2,0.0,23.5,7.5,16.0,0,0.0,0,0.0,0,0,0,0,0
258,3,1994,2,Pacific Grand Prix,Williams,2,0.0,2.0,21.0,-19.0,0,0.0,2,1.0,0,0,0,0,0
258,6,1994,2,Pacific Grand Prix,Ferrari,2,6.0,6.0,13.5,-7.5,0,0.0,1,0.5,1,0,0,0,0
258,25,1994,2,Pacific Grand Prix,Tyrrell,2,0.0,13.0,23.0,-10.0,0,0.0,2,1.0,0,0,0,0,0
258,29,1994,2,Pacific Grand Prix,Footwork,2,3.0,11.0,8.0,3.0,0,0.0,1,0.5,0,0,0,0,0
258,30,1994,2,Pacific Grand Prix,Pacific,2,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,0,0,0
258,18,1994,2,Pacific Grand Prix,Minardi,2,0.0,16.0,15.0,1.0,0,0.0,2,1.0,0,0,0,0,0
258,33,1994,2,Pacific Grand Prix,Larrousse,2,1.0,18.5,14.0,4.5,0,0.0,1,0.5,0,0,0,0,0
258,31,1994,2,Pacific Grand Prix,Simtek,2,0.0,25.5,17.0,8.5,0,0.0,1,0.5,0,0,0,0,0
259,17,1994,3,San Marino Grand Prix,Jordan,2,0.0,10.5,20.5,-10.0,0,0.0,2,1.0,0,0,0,0,0
259,22,1994,3,San Marino Grand Prix,Benetton,2,10.0,3.5,12.5,-9.0,0,0.0,1,0.5,1,1,0,0,0
259,27,1994,3,San Marino Grand Prix,Ligier,2,0.0,18.0,11.5,6.5,0,0.0,0,0.0,0,0,0,0,0
259,15,1994,3,San Marino Grand Prix,Sauber,2,3.0,8.5,5.5,3.0,0,0.0,0,0.0,0,0,0,0,0
259,1,1994,3,San Marino Grand Prix,McLaren,2,4.0,10.5,5.5,5.0,0,0.0,0,0.0,1,0,0,1,0
259,32,1994,3,San Marino Grand Prix,Team Lotus,2,0.0,21.0,17.5,3.5,0,0.0,1,0.5,0,0,0,0,0
259,3,1994,3,San Marino Grand Prix,Williams,2,1.0,2.5,14.0,-11.5,0,0.0,1,0.5,0,0,0,0,0
259,6,1994,3,San Marino Grand Prix,Ferrari,2,6.0,4.5,11.5,-7.0,0,0.0,1,0.5,1,0,0,0,0
259,25,1994,3,San Marino Grand Prix,Tyrrell,2,2.0,10.5,7.0,3.5,0,0.0,0,0.0,0,0,0,0,0
259,29,1994,3,San Marino Grand Prix,Footwork,2,0.0,13.5,14.5,-1.0,0,0.0,2,1.0,0,0,0,0,0
259,30,1994,3,San Marino Grand Prix,Pacific,2,0.0,12.5,23.5,-11.0,0,0.0,2,1.0,0,0,0,0,0
259,18,1994,3,San Marino Grand Prix,Minardi,2,0.0,14.5,16.0,-1.5,0,0.0,2,1.0,0,0,0,0,0
259,33,1994,3,San Marino Grand Prix,Larrousse,2,0.0,20.5,21.5,-1.0,0,0.0,2,1.0,0,0,0,0,0
259,31,1994,3,San Marino Grand Prix,Simtek,2,0.0,12.0,22.0,-10.0,0,0.0,2,1.0,0,0,0,0,0
260,17,1994,4,Monaco Grand Prix,Jordan,2,3.0,14.5,12.0,2.5,0,0.0,1,0.5,0,0,0,0,0
260,22,1994,4,Monaco Grand Prix,Benetton,2,10.0,9.0,4.0,5.0,0,0.0,0,0.0,1,1,0,0,0
260,27,1994,4,Monaco Grand Prix,Ligier,2,0.0,20.5,14.0,6.5,0,0.0,1,0.5,0,0,0,0,0
260,15,1994,4,Monaco Grand Prix,Sauber,2,0.0,0.0,25.5,-25.5,0,0.0,2,1.0,0,0,0,0,0
260,6,1994,4,Monaco Grand Prix,Ferrari,2,6.0,4.0,4.0,0.0,0,0.0,0,0.0,1,0,0,0,0
260,1,1994,4,Monaco Grand Prix,McLaren,2,6.0,5.0,11.5,-6.5,0,0.0,1,0.5,1,0,0,1,0
260,32,1994,4,Monaco Grand Prix,Team Lotus,2,0.0,17.5,11.5,6.0,0,0.0,1,0.5,0,0,0,0,0
260,3,1994,4,Monaco Grand Prix,Williams,1,0.0,4.0,22.0,-18.0,0,0.0,1,1.0,0,0,0,0,0
260,25,1994,4,Monaco Grand Prix,Tyrrell,2,0.0,10.5,17.5,-7.0,0,0.0,2,1.0,0,0,0,0,0
260,29,1994,4,Monaco Grand Prix,Footwork,2,0.0,6.5,19.0,-12.5,0,0.0,2,1.0,0,0,0,0,0
260,30,1994,4,Monaco Grand Prix,Pacific,2,0.0,23.5,13.5,10.0,0,0.0,2,1.0,0,0,0,0,0
260,18,1994,4,Monaco Grand Prix,Minardi,2,1.0,10.5,15.0,-4.5,0,0.0,1,0.5,0,0,0,0,0
260,33,1994,4,Monaco Grand Prix,Larrousse,2,0.0,15.5,9.0,6.5,0,0.0,0,0.0,0,0,0,0,0
260,31,1994,4,Monaco Grand Prix,Simtek,1,0.0,22.0,16.0,6.0,0,0.0,1,1.0,0,0,0,0,0
261,3,1994,5,Spanish Grand Prix,Williams,2,10.0,5.5,9.0,-3.5,0,0.0,1,0.5,1,1,0,0,0
261,17,1994,5,Spanish Grand Prix,Jordan,2,1.0,9.0,10.5,-1.5,0,0.0,1,0.5,0,0,0,0,0
261,22,1994,5,Spanish Grand Prix,Benetton,2,6.0,2.5,7.0,-4.5,0,0.0,1,0.5,1,0,0,0,0
261,27,1994,5,Spanish Grand Prix,Ligier,2,0.0,19.5,7.5,12.0,0,0.0,0,0.0,0,0,0,0,0
261,15,1994,5,Spanish Grand Prix,Sauber,1,0.0,12.0,21.0,-9.0,0,0.0,1,1.0,0,0,0,0,0
261,6,1994,5,Spanish Grand Prix,Ferrari,2,3.0,6.5,11.5,-5.0,0,0.0,1,0.5,0,0,0,0,0
261,1,1994,5,Spanish Grand Prix,McLaren,2,0.0,5.5,12.0,-6.5,0,0.0,2,1.0,0,0,0,1,0
261,32,1994,5,Spanish Grand Prix,Team Lotus,2,0.0,22.5,11.5,11.0,0,0.0,1,0.5,0,0,0,0,0
261,25,1994,5,Spanish Grand Prix,Tyrrell,2,4.0,10.5,13.0,-2.5,0,0.0,1,0.5,1,0,0,0,0
261,29,1994,5,Spanish Grand Prix,Footwork,2,0.0,18.0,18.0,0.0,0,0.0,2,1.0,0,0,0,0,0
261,31,1994,5,Spanish Grand Prix,Simtek,2,0.0,12.0,18.5,-6.5,0,0.0,1,0.5,0,0,0,0,0
261,30,1994,5,Spanish Grand Prix,Pacific,2,0.0,25.5,21.5,4.0,0,0.0,2,1.0,0,0,0,0,0
261,18,1994,5,Spanish Grand Prix,Minardi,2,2.0,16.0,14.5,1.5,0,0.0,1,0.5,0,0,0,0,0
261,33,1994,5,Spanish Grand Prix,Larrousse,2,0.0,16.5,24.0,-7.5,0,0.0,2,1.0,0,0,0,0,0
262,3,1994,6,Canadian Grand Prix,Williams,2,8.0,4.5,3.5,1.0,0,0.0,0,0.0,1,0,0,0,0
262,17,1994,6,Canadian Grand Prix,Jordan,2,0.0,7.0,15.0,-8.0,0,0.0,1,0.5,0,0,0,0,0
262,22,1994,6,Canadian Grand Prix,Benetton,2,11.0,10.5,3.5,7.0,0,0.0,0,0.0,1,1,0,0,0
262,27,1994,6,Canadian Grand Prix,Ligier,2,0.0,21.5,12.5,9.0,0,0.0,0,0.0,0,0,0,0,0
262,15,1994,6,Canadian Grand Prix,Sauber,2,0.0,12.0,24.5,-12.5,0,0.0,2,1.0,0,0,0,0,0
262,6,1994,6,Canadian Grand Prix,Ferrari,2,7.0,2.5,3.5,-1.0,0,0.0,0,0.0,1,0,0,0,0
262,1,1994,6,Canadian Grand Prix,McLaren,2,0.0,9.5,21.5,-12.0,0,0.0,2,1.0,0,0,0,1,0
262,32,1994,6,Canadian Grand Prix,Team Lotus,2,0.0,20.0,11.5,8.5,0,0.0,0,0.0,0,0,0,0,0
262,25,1994,6,Canadian Grand Prix,Tyrrell,2,0.0,11.0,16.0,-5.0,0,0.0,2,1.0,0,0,0,0,0
262,29,1994,6,Canadian Grand Prix,Footwork,2,0.0,13.5,17.5,-4.0,0,0.0,2,1.0,0,0,0,0,0
262,30,1994,6,Canadian Grand Prix,Pacific,2,0.0,13.0,23.5,-10.5,0,0.0,2,1.0,0,0,0,0,0
262,18,1994,6,Canadian Grand Prix,Minardi,2,0.0,16.5,10.0,6.5,0,0.0,0,0.0,0,0,0,0,0
262,33,1994,6,Canadian Grand Prix,Larrousse,2,0.0,21.5,19.5,2.0,0,0.0,2,1.0,0,0,0,0,0
262,31,1994,6,Canadian Grand Prix,Simtek,1,0.0,25.0,14.0,11.0,0,0.0,0,0.0,0,0,0,0,0
263,17,1994,7,French Grand Prix,Jordan,2,0.0,6.5,20.0,-13.5,0,0.0,2,1.0,0,0,0,0,0
263,22,1994,7,French Grand Prix,Benetton,2,10.0,5.5,12.0,-6.5,0,0.0,1,0.5,1,1,0,0,0
263,27,1994,7,French Grand Prix,Ligier,2,0.0,14.0,19.0,-5.0,0,0.0,2,1.0,0,0,0,0,0
263,15,1994,7,French Grand Prix,Sauber,2,4.0,10.5,5.0,5.5,0,0.0,0,0.0,0,0,0,0,0
263,6,1994,7,French Grand Prix,Ferrari,2,4.0,4.5,9.0,-4.5,0,0.0,1,0.5,1,0,0,0,0
263,1,1994,7,French Grand Prix,McLaren,2,0.0,10.5,16.0,-5.5,0,0.0,2,1.0,0,0,0,1,0
263,32,1994,7,French Grand Prix,Team Lotus,2,0.0,21.0,16.5,4.5,0,0.0,1,0.5,0,0,0,0,0
263,3,1994,7,French Grand Prix,Williams,2,6.0,1.5,8.0,-6.5,0,0.0,1,0.5,1,0,0,0,0
263,25,1994,7,French Grand Prix,Tyrrell,2,0.0,15.5,11.0,4.5,0,0.0,1,0.5,0,0,0,0,0
263,29,1994,7,French Grand Prix,Footwork,2,0.0,20.0,14.0,6.0,0,0.0,1,0.5,0,0,0,0,0
263,30,1994,7,French Grand Prix,Pacific,2,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,0,0,0
263,18,1994,7,French Grand Prix,Minardi,2,2.0,18.5,15.0,3.5,0,0.0,1,0.5,0,0,0,0,0
263,33,1994,7,French Grand Prix,Larrousse,2,0.0,22.5,14.5,8.0,0,0.0,2,1.0,0,0,0,0,0
263,31,1994,7,French Grand Prix,Simtek,2,0.0,25.0,15.5,9.5,0,0.0,1,0.5,0,0,0,0,0
264,3,1994,8,British Grand Prix,Williams,2,12.0,4.0,3.0,1.0,0,0.0,0,0.0,1,1,0,0,0
264,17,1994,8,British Grand Prix,Jordan,2,3.0,9.0,15.0,-6.0,0,0.0,1,0.5,0,0,0,0,0
264,22,1994,8,British Grand Prix,Benetton,2,0.0,6.0,12.5,-6.5,0,0.0,1,0.5,0,0,0,0,0
264,27,1994,8,British Grand Prix,Ligier,2,0.0,19.0,12.5,6.5,0,0.0,0,0.0,0,0,0,0,0
264,15,1994,8,British Grand Prix,Sauber,2,0.0,15.5,14.5,1.0,0,0.0,1,0.5,0,0,0,0,0
264,6,1994,8,British Grand Prix,Ferrari,2,6.0,3.5,10.5,-7.0,0,0.0,1,0.5,1,0,0,0,0
264,1,1994,8,British Grand Prix,McLaren,2,4.0,7.0,14.0,-7.0,0,0.0,1,0.5,1,0,0,1,0
264,32,1994,8,British Grand Prix,Team Lotus,2,0.0,20.0,17.5,2.5,0,0.0,1,0.5,0,0,0,0,0
264,25,1994,8,British Grand Prix,Tyrrell,2,1.0,9.5,13.0,-3.5,0,0.0,1,0.5,0,0,0,0,0
264,29,1994,8,British Grand Prix,Footwork,2,0.0,18.0,16.0,2.0,0,0.0,1,0.5,0,0,0,0,0
264,30,1994,8,British Grand Prix,Pacific,2,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,0,0,0
264,18,1994,8,British Grand Prix,Minardi,2,0.0,15.5,14.0,1.5,0,0.0,1,0.5,0,0,0,0,0
264,33,1994,8,British Grand Prix,Larrousse,2,0.0,23.0,17.5,5.5,0,0.0,1,0.5,0,0,0,0,0
264,31,1994,8,British Grand Prix,Simtek,2,0.0,25.5,15.5,10.0,0,0.0,0,0.0,0,0,0,0,0
265,3,1994,9,German Grand Prix,Williams,2,0.0,4.5,10.5,-6.0,0,0.0,1,0.5,0,0,0,0,0
265,17,1994,9,German Grand Prix,Jordan,2,0.0,10.5,20.5,-10.0,0,0.0,2,1.0,0,0,0,0,0
265,22,1994,9,German Grand Prix,Benetton,2,0.0,11.5,12.5,-1.0,0,0.0,2,1.0,0,0,0,0,0
265,27,1994,9,German Grand Prix,Ligier,2,10.0,13.0,2.5,10.5,0,0.0,0,0.0,2,0,0,0,0
265,15,1994,9,German Grand Prix,Sauber,2,0.0,13.5,21.0,-7.5,0,0.0,2,1.0,0,0,0,0,0
265,6,1994,9,German Grand Prix,Ferrari,2,10.0,1.5,8.5,-7.0,0,0.0,1,0.5,1,1,0,0,0
265,1,1994,9,German Grand Prix,McLaren,2,0.0,10.5,15.0,-4.5,0,0.0,2,1.0,0,0,0,1,0
265,32,1994,9,German Grand Prix,Team Lotus,2,0.0,18.0,23.5,-5.5,0,0.0,2,1.0,0,0,0,0,0
265,25,1994,9,German Grand Prix,Tyrrell,2,0.0,6.0,16.0,-10.0,0,0.0,2,1.0,0,0,0,0,0
265,29,1994,9,German Grand Prix,Footwork,2,5.0,16.5,4.5,12.0,0,0.0,0,0.0,0,0,0,0,0
265,30,1994,9,German Grand Prix,Pacific,2,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,0,0,0
265,18,1994,9,German Grand Prix,Minardi,2,0.0,21.5,25.0,-3.5,0,0.0,2,1.0,0,0,0,0,0
265,33,1994,9,German Grand Prix,Larrousse,2,1.0,23.0,6.5,16.5,0,0.0,0,0.0,0,0,0,0,0
265,31,1994,9,German Grand Prix,Simtek,2,0.0,25.5,9.5,16.0,0,0.0,2,1.0,0,0,0,0,0
266,3,1994,10,Hungarian Grand Prix,Williams,2,6.0,2.5,8.5,-6.0,0,0.0,1,0.5,1,0,0,0,0
266,17,1994,10,Hungarian Grand Prix,Jordan,2,0.0,8.5,25.5,-17.0,0,0.0,2,1.0,0,0,0,0,0
266,22,1994,10,Hungarian Grand Prix,Benetton,2,14.0,6.5,2.0,4.5,0,0.0,0,0.0,2,1,0,0,0
266,27,1994,10,Hungarian Grand Prix,Ligier,2,1.0,13.5,8.0,5.5,0,0.0,0,0.0,0,0,0,0,0
266,15,1994,10,Hungarian Grand Prix,Sauber,2,0.0,12.5,19.0,-6.5,0,0.0,2,1.0,0,0,0,0,0
266,6,1994,10,Hungarian Grand Prix,Ferrari,2,0.0,8.5,14.0,-5.5,0,0.0,2,1.0,0,0,0,0,0
266,32,1994,10,Hungarian Grand Prix,Team Lotus,2,0.0,23.0,16.0,7.0,0,0.0,1,0.5,0,0,0,0,0
266,25,1994,10,Hungarian Grand Prix,Tyrrell,2,2.0,8.0,14.5,-6.5,0,0.0,1,0.5,0,0,0,0,0
266,29,1994,10,Hungarian Grand Prix,Footwork,2,0.0,17.5,17.5,0.0,0,0.0,2,1.0,0,0,0,0,0
266,1,1994,10,Hungarian Grand Prix,McLaren,2,3.0,10.0,13.0,-3.0,0,0.0,2,1.0,0,0,0,1,0
266,30,1994,10,Hungarian Grand Prix,Pacific,2,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,0,0,0
266,18,1994,10,Hungarian Grand Prix,Minardi,2,0.0,17.5,12.0,5.5,0,0.0,1,0.5,0,0,0,0,0
266,33,1994,10,Hungarian Grand Prix,Larrousse,2,0.0,23.0,8.5,14.5,0,0.0,0,0.0,0,0,0,0,0
266,31,1994,10,Hungarian Grand Prix,Simtek,2,0.0,24.5,17.0,7.5,0,0.0,1,0.5,0,0,0,0,0
267,3,1994,11,Belgian Grand Prix,Williams,2,13.0,5.0,2.5,2.5,0,0.0,0,0.0,1,1,0,0,0
267,17,1994,11,Belgian Grand Prix,Jordan,2,0.0,2.5,16.0,-13.5,0,0.0,2,1.0,0,0,0,0,0
267,22,1994,11,Belgian Grand Prix,Benetton,2,4.0,4.0,8.5,-4.5,0,0.0,1,0.5,1,0,0,0,0
267,27,1994,11,Belgian Grand Prix,Ligier,2,0.0,16.5,8.5,8.0,0,0.0,0,0.0,0,0,0,0,0
267,15,1994,11,Belgian Grand Prix,Sauber,2,0.0,12.0,20.5,-8.5,0,0.0,2,1.0,0,0,0,0,0
267,6,1994,11,Belgian Grand Prix,Ferrari,2,0.0,8.0,24.0,-16.0,0,0.0,2,1.0,0,0,0,0,0
267,1,1994,11,Belgian Grand Prix,McLaren,2,6.0,10.5,10.0,0.5,0,0.0,1,0.5,1,0,0,1,0
267,32,1994,11,Belgian Grand Prix,Team Lotus,2,0.0,23.0,16.5,6.5,0,0.0,1,0.5,0,0,0,0,0
267,25,1994,11,Belgian Grand Prix,Tyrrell,2,2.0,17.5,12.5,5.0,0,0.0,1,0.5,0,0,0,0,0
